ID	prefLabel	Synonyms_from_taxonomy	Curated_synonyms	Comment	Classification	Classification_comment	Classification_pub
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_43	Inh L4-6 PVALB SULF1	Inh L4-6 PVALB SULF1|MTG 043		cell_set_preferred_alias:Inh L4-6 PVALB SULF1 ; original_label:Inh L4-6 PVALB SULF1 ; cell_set_label:MTG 043 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_44	Inh L5-6 SST MIR548F2	MTG 044|Inh L5-6 SST MIR548F2		cell_set_preferred_alias:Inh L5-6 SST MIR548F2 ; original_label:Inh L5-6 SST MIR548F2 ; cell_set_label:MTG 044 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_45	Inh L2-5 PVALB SCUBE3	MTG 045|Inh L2-5 PVALB SCUBE3|Chandelier		cell_set_preferred_alias:Inh L2-5 PVALB SCUBE3 ; original_label:Inh L2-5 PVALB SCUBE3 ; cell_set_label:MTG 045 ; cell_set_aligned_alias:Chandelier ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_122	Excitatory	n47|MTG 046-069|Excitatory		cell_set_preferred_alias:Excitatory ; original_label:n47 ; cell_set_label:MTG 046-069 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_123		n48|MTG 046-063		cell_set_preferred_alias:'' ; original_label:n48 ; cell_set_label:MTG 046-063 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_124		MTG 046-060|n49		cell_set_preferred_alias:'' ; original_label:n49 ; cell_set_label:MTG 046-060 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_125		n50|MTG 046-059		cell_set_preferred_alias:'' ; original_label:n50 ; cell_set_label:MTG 046-059 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_126		n51|MTG 046-049		cell_set_preferred_alias:'' ; original_label:n51 ; cell_set_label:MTG 046-049 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_127	L2/3	L2/3|n52|L2/3 IT|MTG 046-048		cell_set_preferred_alias:L2/3 ; original_label:n52 ; cell_set_label:MTG 046-048 ; cell_set_aligned_alias:L2/3 IT ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_128		n53|MTG 046-047		cell_set_preferred_alias:'' ; original_label:n53 ; cell_set_label:MTG 046-047 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_46	Exc L2 LAMP5 LTK	MTG 046|Exc L2 LAMP5 LTK		cell_set_preferred_alias:Exc L2 LAMP5 LTK ; original_label:Exc L2 LAMP5 LTK ; cell_set_label:MTG 046 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_47	Exc L2-4 LINC00507 GLP2R	MTG 047|Exc L2-4 LINC00507 GLP2R		cell_set_preferred_alias:Exc L2-4 LINC00507 GLP2R ; original_label:Exc L2-4 LINC00507 GLP2R ; cell_set_label:MTG 047 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_48	Exc L2-3 LINC00507 FREM3	MTG 048|Exc L2-3 LINC00507 FREM3		cell_set_preferred_alias:Exc L2-3 LINC00507 FREM3 ; original_label:Exc L2-3 LINC00507 FREM3 ; cell_set_label:MTG 048 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_49	Exc L5-6 THEMIS C1QL3	MTG 049|Exc L5-6 THEMIS C1QL3		cell_set_preferred_alias:Exc L5-6 THEMIS C1QL3 ; original_label:Exc L5-6 THEMIS C1QL3 ; cell_set_label:MTG 049 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_129	RORB	RORB|n54|MTG 050-059		cell_set_preferred_alias:RORB ; original_label:n54 ; cell_set_label:MTG 050-059 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_130	L4	L4|n55|MTG 050-054		cell_set_preferred_alias:L4 ; original_label:n55 ; cell_set_label:MTG 050-054 ; cell_set_aligned_alias:L4 ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_50	Exc L3-4 RORB CARM1P1	Exc L3-4 RORB CARM1P1|MTG 050		cell_set_preferred_alias:Exc L3-4 RORB CARM1P1 ; original_label:Exc L3-4 RORB CARM1P1 ; cell_set_label:MTG 050 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_131		MTG 051-054|n56		cell_set_preferred_alias:'' ; original_label:n56 ; cell_set_label:MTG 051-054 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_51	Exc L3-5 RORB ESR1	MTG 051|Exc L3-5 RORB ESR1		cell_set_preferred_alias:Exc L3-5 RORB ESR1 ; original_label:Exc L3-5 RORB ESR1 ; cell_set_label:MTG 051 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_132		n57|MTG 052-054		cell_set_preferred_alias:'' ; original_label:n57 ; cell_set_label:MTG 052-054 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_52	Exc L3-5 RORB COL22A1	Exc L3-5 RORB COL22A1|MTG 052		cell_set_preferred_alias:Exc L3-5 RORB COL22A1 ; original_label:Exc L3-5 RORB COL22A1 ; cell_set_label:MTG 052 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_133		n58|MTG 053-054		cell_set_preferred_alias:'' ; original_label:n58 ; cell_set_label:MTG 053-054 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_53	Exc L3-5 RORB FILIP1L	MTG 053|Exc L3-5 RORB FILIP1L		cell_set_preferred_alias:Exc L3-5 RORB FILIP1L ; original_label:Exc L3-5 RORB FILIP1L ; cell_set_label:MTG 053 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_54	Exc L3-5 RORB TWIST2	Exc L3-5 RORB TWIST2|MTG 054		cell_set_preferred_alias:Exc L3-5 RORB TWIST2 ; original_label:Exc L3-5 RORB TWIST2 ; cell_set_label:MTG 054 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_134		MTG 055-059|n59|L5 IT		cell_set_preferred_alias:'' ; original_label:n59 ; cell_set_label:MTG 055-059 ; cell_set_aligned_alias:L5 IT ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_135		n60|MTG 055-057		cell_set_preferred_alias:'' ; original_label:n60 ; cell_set_label:MTG 055-057 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_55	Exc L4-5 RORB FOLH1B	Exc L4-5 RORB FOLH1B|MTG 055		cell_set_preferred_alias:Exc L4-5 RORB FOLH1B ; original_label:Exc L4-5 RORB FOLH1B ; cell_set_label:MTG 055 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_136		n61|MTG 056-057		cell_set_preferred_alias:'' ; original_label:n61 ; cell_set_label:MTG 056-057 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_56	Exc L4-6 RORB SEMA3E	MTG 056|Exc L4-6 RORB SEMA3E		cell_set_preferred_alias:Exc L4-6 RORB SEMA3E ; original_label:Exc L4-6 RORB SEMA3E ; cell_set_label:MTG 056 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_57	Exc L4-5 RORB DAPK2	Exc L4-5 RORB DAPK2|MTG 057		cell_set_preferred_alias:Exc L4-5 RORB DAPK2 ; original_label:Exc L4-5 RORB DAPK2 ; cell_set_label:MTG 057 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_137		n62|MTG 058-059		cell_set_preferred_alias:'' ; original_label:n62 ; cell_set_label:MTG 058-059 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_58	Exc L5-6 RORB TTC12	Exc L5-6 RORB TTC12|MTG 058		cell_set_preferred_alias:Exc L5-6 RORB TTC12 ; original_label:Exc L5-6 RORB TTC12 ; cell_set_label:MTG 058 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_59	Exc L4-6 RORB C1R	MTG 059|Exc L4-6 RORB C1R		cell_set_preferred_alias:Exc L4-6 RORB C1R ; original_label:Exc L4-6 RORB C1R ; cell_set_label:MTG 059 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_60	Exc L4-5 FEZF2 SCN4B	L5 ET|MTG 060|Exc L4-5 FEZF2 SCN4B		cell_set_preferred_alias:Exc L4-5 FEZF2 SCN4B ; original_label:Exc L4-5 FEZF2 SCN4B ; cell_set_label:MTG 060 ; cell_set_aligned_alias:L5 ET ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_138	L6	n63|L6|MTG 061-063		cell_set_preferred_alias:L6 ; original_label:n63 ; cell_set_label:MTG 061-063 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_61	Exc L5-6 THEMIS DCSTAMP	Exc L5-6 THEMIS DCSTAMP|MTG 061		cell_set_preferred_alias:Exc L5-6 THEMIS DCSTAMP ; original_label:Exc L5-6 THEMIS DCSTAMP ; cell_set_label:MTG 061 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_139		MTG 062-063|n64		cell_set_preferred_alias:'' ; original_label:n64 ; cell_set_label:MTG 062-063 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_62	Exc L5-6 THEMIS CRABP1	Exc L5-6 THEMIS CRABP1|MTG 062		cell_set_preferred_alias:Exc L5-6 THEMIS CRABP1 ; original_label:Exc L5-6 THEMIS CRABP1 ; cell_set_label:MTG 062 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_63	Exc L5-6 THEMIS FGF10	Exc L5-6 THEMIS FGF10|MTG 063		cell_set_preferred_alias:Exc L5-6 THEMIS FGF10 ; original_label:Exc L5-6 THEMIS FGF10 ; cell_set_label:MTG 063 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_140	FEZF2	n65|MTG 064-069|FEZF2		cell_set_preferred_alias:FEZF2 ; original_label:n65 ; cell_set_label:MTG 064-069 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_64	Exc L4-6 FEZF2 IL26	L5/6 NP|Exc L4-6 FEZF2 IL26|MTG 064		cell_set_preferred_alias:Exc L4-6 FEZF2 IL26 ; original_label:Exc L4-6 FEZF2 IL26 ; cell_set_label:MTG 064 ; cell_set_aligned_alias:L5/6 NP ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_141	L6	L6|MTG 065-069|n66		cell_set_preferred_alias:L6 ; original_label:n66 ; cell_set_label:MTG 065-069 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_65	Exc L5-6 FEZF2 ABO	MTG 065|L6 CT|Exc L5-6 FEZF2 ABO		cell_set_preferred_alias:Exc L5-6 FEZF2 ABO ; original_label:Exc L5-6 FEZF2 ABO ; cell_set_label:MTG 065 ; cell_set_aligned_alias:L6 CT ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_142		MTG 066-069|n67|L6b		cell_set_preferred_alias:'' ; original_label:n67 ; cell_set_label:MTG 066-069 ; cell_set_aligned_alias:L6b ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_143		n68|MTG 066-068		cell_set_preferred_alias:'' ; original_label:n68 ; cell_set_label:MTG 066-068 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_144		n69|MTG 066-067		cell_set_preferred_alias:'' ; original_label:n69 ; cell_set_label:MTG 066-067 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_66	Exc L6 FEZF2 SCUBE1	MTG 066|Exc L6 FEZF2 SCUBE1		cell_set_preferred_alias:Exc L6 FEZF2 SCUBE1 ; original_label:Exc L6 FEZF2 SCUBE1 ; cell_set_label:MTG 066 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_67	Exc L5-6 FEZF2 IL15	MTG 067|Exc L5-6 FEZF2 IL15		cell_set_preferred_alias:Exc L5-6 FEZF2 IL15 ; original_label:Exc L5-6 FEZF2 IL15 ; cell_set_label:MTG 067 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_68	Exc L6 FEZF2 OR2T8	Exc L6 FEZF2 OR2T8|MTG 068		cell_set_preferred_alias:Exc L6 FEZF2 OR2T8 ; original_label:Exc L6 FEZF2 OR2T8 ; cell_set_label:MTG 068 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_69	Exc L5-6 FEZF2 EFTUD1P1	MTG 069|Exc L5-6 FEZF2 EFTUD1P1		cell_set_preferred_alias:Exc L5-6 FEZF2 EFTUD1P1 ; original_label:Exc L5-6 FEZF2 EFTUD1P1 ; cell_set_label:MTG 069 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_145	Non-neuronal	Non-neuronal|MTG 070-075|n70		cell_set_preferred_alias:Non-neuronal ; original_label:n70 ; cell_set_label:MTG 070-075 ; cell_set_aligned_alias:Non-neuronal ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_146		MTG 070-074|n71		cell_set_preferred_alias:'' ; original_label:n71 ; cell_set_label:MTG 070-074 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_147		n72|MTG 070-073		cell_set_preferred_alias:'' ; original_label:n72 ; cell_set_label:MTG 070-073 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_148		MTG 070-072|n73		cell_set_preferred_alias:'' ; original_label:n73 ; cell_set_label:MTG 070-072 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_70	OPC L1-6 PDGFRA	OPC L1-6 PDGFRA|OPC|MTG 070		cell_set_preferred_alias:OPC L1-6 PDGFRA ; original_label:OPC L1-6 PDGFRA ; cell_set_label:MTG 070 ; cell_set_aligned_alias:OPC ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_149		Astro|MTG 071-072|n74		cell_set_preferred_alias:'' ; original_label:n74 ; cell_set_label:MTG 071-072 ; cell_set_aligned_alias:Astro ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_71	Astro L1-6 FGFR3 SLC14A1	MTG 071|Astro L1-6 FGFR3 SLC14A1		cell_set_preferred_alias:Astro L1-6 FGFR3 SLC14A1 ; original_label:Astro L1-6 FGFR3 SLC14A1 ; cell_set_label:MTG 071 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_72	Astro L1-2 FGFR3 GFAP	Astro L1-2 FGFR3 GFAP|MTG 072		cell_set_preferred_alias:Astro L1-2 FGFR3 GFAP ; original_label:Astro L1-2 FGFR3 GFAP ; cell_set_label:MTG 072 ; cell_set_aligned_alias:'' ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_73	Oligo L1-6 OPALIN	Oligo L1-6 OPALIN|MTG 073|Oligo		cell_set_preferred_alias:Oligo L1-6 OPALIN ; original_label:Oligo L1-6 OPALIN ; cell_set_label:MTG 073 ; cell_set_aligned_alias:Oligo ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_74	Endo L2-6 NOSTRIN	MTG 074|Endo|Endo L2-6 NOSTRIN		cell_set_preferred_alias:Endo L2-6 NOSTRIN ; original_label:Endo L2-6 NOSTRIN ; cell_set_label:MTG 074 ; cell_set_aligned_alias:Endo ; cell_set_additional_aliases:''			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS201908210_75	Micro L1-6 TYROBP	MTG 075|Micro L1-6 TYROBP|Micro-PVM		cell_set_preferred_alias:Micro L1-6 TYROBP ; original_label:Micro L1-6 TYROBP ; cell_set_label:MTG 075 ; cell_set_aligned_alias:Micro-PVM ; cell_set_additional_aliases:''			
