ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Function
AllenDend:CS201810310_14	VISp_ALM 014 - CS201810310_14	L5 IT ALM Pld5 - CS201810310_14	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_152	L5 IT ALM Pld5	
AllenDend:CS201810310_153	VISp_ALM 015-018 - CS201810310_153	 - CS201810310_153	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_151	n20	
AllenDend:CS201810310_154	VISp_ALM 015-016 - CS201810310_154	 - CS201810310_154	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_153	n21	
AllenDend:CS201810310_15	VISp_ALM 015 - CS201810310_15	L5 IT ALM Cbln4 Fezf2 - CS201810310_15	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_154	L5 IT ALM Cbln4 Fezf2	
AllenDend:CS201810310_16	VISp_ALM 016 - CS201810310_16	L5 IT ALM Lypd1 Gpr88 - CS201810310_16	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_154	L5 IT ALM Lypd1 Gpr88	
AllenDend:CS201810310_155	VISp_ALM 017-018 - CS201810310_155	 - CS201810310_155	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_153	n22	
AllenDend:CS201810310_17	VISp_ALM 017 - CS201810310_17	L5 IT ALM Tnc - CS201810310_17	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_155	L5 IT ALM Tnc	
AllenDend:CS201810310_18	VISp_ALM 018 - CS201810310_18	L5 IT ALM Tmem163 Dmrtb1 - CS201810310_18	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_155	L5 IT ALM Tmem163 Dmrtb1	
AllenDend:CS201810310_156	VISp_ALM 019-023 - CS201810310_156	L6 IT (ALM) - CS201810310_156	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_141	n23|L6 IT|L6 IT (ALM)	
AllenDend:CS201810310_157	VISp_ALM 019-021 - CS201810310_157	 - CS201810310_157	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_156	n24	
AllenDend:CS201810310_19	VISp_ALM 019 - CS201810310_19	L5 IT ALM Tmem163 Arhgap25 - CS201810310_19	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_157	L5 IT ALM Tmem163 Arhgap25	
AllenDend:CS201810310_158	VISp_ALM 020-021 - CS201810310_158	 - CS201810310_158	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_157	n25	
AllenDend:CS201810310_20	VISp_ALM 020 - CS201810310_20	L5 IT ALM Cpa6 Gpr88 - CS201810310_20	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_158	L5 IT ALM Cpa6 Gpr88	
AllenDend:CS201810310_21	VISp_ALM 021 - CS201810310_21	L5 IT ALM Gkn1 Pcdh19 - CS201810310_21	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_158	L5 IT ALM Gkn1 Pcdh19	
AllenDend:CS201810310_159	VISp_ALM 022-023 - CS201810310_159	 - CS201810310_159	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_156	n26	
AllenDend:CS201810310_22	VISp_ALM 022 - CS201810310_22	L6 IT ALM Tgfb1 - CS201810310_22	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_159	L6 IT ALM Tgfb1	
AllenDend:CS201810310_23	VISp_ALM 023 - CS201810310_23	L6 IT ALM Oprk1 - CS201810310_23	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_159	L6 IT ALM Oprk1	
AllenDend:CS201810310_160	VISp_ALM 024-027 - CS201810310_160	L6 IT (VISp) - CS201810310_160	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_141	n27|L6 IT|L6 IT (VISp)	
AllenDend:CS201810310_161	VISp_ALM 024-026 - CS201810310_161	 - CS201810310_161	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_160	n28	
AllenDend:CS201810310_24	VISp_ALM 024 - CS201810310_24	L6 IT VISp Penk Col27a1 - CS201810310_24	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_161	L6 IT VISp Penk Col27a1	
AllenDend:CS201810310_162	VISp_ALM 025-026 - CS201810310_162	 - CS201810310_162	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_161	n29	
AllenDend:CS201810310_25	VISp_ALM 025 - CS201810310_25	L6 IT VISp Penk Fst - CS201810310_25	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_162	L6 IT VISp Penk Fst	
AllenDend:CS201810310_26	VISp_ALM 026 - CS201810310_26	L6 IT VISp Col23a1 Adamts2 - CS201810310_26	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_162	L6 IT VISp Col23a1 Adamts2	
AllenDend:CS201810310_27	VISp_ALM 027 - CS201810310_27	L6 IT VISp Col18a1 - CS201810310_27	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_160	L6 IT VISp Col18a1	
AllenDend:CS201810310_28	VISp_ALM 028 - CS201810310_28	L6 IT VISp Car3 - CS201810310_28	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_140	L6 IT VISp Car3	
AllenDend:CS201810310_163	VISp_ALM 029-036 - CS201810310_163	 - CS201810310_163	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_139	n30	
AllenDend:CS201810310_29	VISp_ALM 029 - CS201810310_29	L5 PT VISp Chrna6 - CS201810310_29	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_163	L5 PT VISp Chrna6	
AllenDend:CS201810310_164	VISp_ALM 030-036 - CS201810310_164	L5 PT - CS201810310_164	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_163	n31|L5 ET|L5 PT	
AllenDend:CS201810310_165	VISp_ALM 030-033 - CS201810310_165	 - CS201810310_165	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_164	n32	
AllenDend:CS201810310_30	VISp_ALM 030 - CS201810310_30	L5 PT VISp Lgr5 - CS201810310_30	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_165	L5 PT VISp Lgr5	
AllenDend:CS201810310_166	VISp_ALM 031-033 - CS201810310_166	 - CS201810310_166	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_165	n33	
AllenDend:CS201810310_31	VISp_ALM 031 - CS201810310_31	L5 PT VISp C1ql2 Ptgfr - CS201810310_31	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_166	L5 PT VISp C1ql2 Ptgfr	
AllenDend:CS201810310_167	VISp_ALM 032-033 - CS201810310_167	 - CS201810310_167	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_166	n34	
AllenDend:CS201810310_32	VISp_ALM 032 - CS201810310_32	L5 PT VISp C1ql2 Cdh13 - CS201810310_32	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201810310_167	L5 PT VISp C1ql2 Cdh13	
