ID	TYPE	cell_set_color
ID	TYPE	A ALLENHELP:cell_set_color
PCL:0019501	owl:NamedIndividual	#FFEA00
PCL:0019502	owl:NamedIndividual	#BF5474
PCL:0019503	owl:NamedIndividual	#A75052
PCL:0019504	owl:NamedIndividual	#FFA0A8
PCL:0019505	owl:NamedIndividual	#AA6D6C
PCL:0019506	owl:NamedIndividual	#E2A9AF
PCL:0019507	owl:NamedIndividual	#F1757C
PCL:0019508	owl:NamedIndividual	#8D4CDA
PCL:0019509	owl:NamedIndividual	#C200C9
PCL:0019510	owl:NamedIndividual	#A11397
PCL:0019511	owl:NamedIndividual	#E557D7
PCL:0019512	owl:NamedIndividual	#9046BA
PCL:0019513	owl:NamedIndividual	#B67AF7
PCL:0019514	owl:NamedIndividual	#881FA8
PCL:0019515	owl:NamedIndividual	#E591FF
PCL:0019516	owl:NamedIndividual	#9047CC
PCL:0019517	owl:NamedIndividual	#D597FF
PCL:0019518	owl:NamedIndividual	#A20798
PCL:0019519	owl:NamedIndividual	#7A3990
PCL:0019520	owl:NamedIndividual	#8E27AD
PCL:0019521	owl:NamedIndividual	#EE8BE1
PCL:0019522	owl:NamedIndividual	#C46AB9
PCL:0019523	owl:NamedIndividual	#B582EA
PCL:0019524	owl:NamedIndividual	#B488DC
PCL:0019525	owl:NamedIndividual	#B477F5
PCL:0019526	owl:NamedIndividual	#FF0000
PCL:0019527	owl:NamedIndividual	#CC7B00
PCL:0019528	owl:NamedIndividual	#FBAA00
PCL:0019529	owl:NamedIndividual	#F4B028
PCL:0019530	owl:NamedIndividual	#C68300
PCL:0019531	owl:NamedIndividual	#E67500
PCL:0019532	owl:NamedIndividual	#FF933E
PCL:0019533	owl:NamedIndividual	#FFB82F
PCL:0019534	owl:NamedIndividual	#EAA931
PCL:0019535	owl:NamedIndividual	#DE9300
PCL:0019536	owl:NamedIndividual	#F19C00
PCL:0019537	owl:NamedIndividual	#FF8D1D
PCL:0019538	owl:NamedIndividual	#F97E13
PCL:0019539	owl:NamedIndividual	#E18E25
PCL:0019540	owl:NamedIndividual	#DE7D00
PCL:0019541	owl:NamedIndividual	#B3361D
PCL:0019542	owl:NamedIndividual	#BF3C40
PCL:0019543	owl:NamedIndividual	#FF5161
PCL:0019544	owl:NamedIndividual	#F55433
PCL:0019545	owl:NamedIndividual	#F6785D
PCL:0019546	owl:NamedIndividual	#F76C6F
PCL:0019547	owl:NamedIndividual	#FA8D00
PCL:0019548	owl:NamedIndividual	#ED2523
PCL:0019549	owl:NamedIndividual	#BE001E
PCL:0019550	owl:NamedIndividual	#D8003D
PCL:0019551	owl:NamedIndividual	#B20536
PCL:0019552	owl:NamedIndividual	#F4358B
PCL:0019553	owl:NamedIndividual	#93D92B
