""	"gene_id"	"gene_name"
"2086"	"ENSMUSG00000006299"	"Aamp"
"2092"	"ENSMUSG00000101503"	"Gm28364"
"2093"	"ENSMUSG00000026179"	"Pnkd"
"2101"	"ENSMUSG00000006301"	"Tmbim1"
"2109"	"ENSMUSG00000073650"	"Catip"
"2113"	"ENSMUSG00000026177"	"Slc11a1"
"2124"	"ENSMUSG00000026176"	"Ctdsp1"
"2127"	"ENSMUSG00000026175"	"Vil1"
"2131"	"ENSMUSG00000033364"	"Usp37"
"2138"	"ENSMUSG00000026174"	"Cnot9"
"2141"	"ENSMUSG00000026173"	"Plcd4"
"2152"	"ENSMUSG00000026135"	"Zfp142"
"2160"	"ENSMUSG00000026172"	"Bcs1l"
"2164"	"ENSMUSG00000026171"	"Rnf25"
"2174"	"ENSMUSG00000033276"	"Stk36"
"2183"	"ENSMUSG00000033257"	"Ttll4"
"2194"	"ENSMUSG00000026170"	"Cyp27a1"
"2197"	"ENSMUSG00000006542"	"Prkag3"
"2203"	"ENSMUSG00000033227"	"Wnt6"
"2205"	"ENSMUSG00000099472"	"Gm29539"
"2206"	"ENSMUSG00000026167"	"Wnt10a"
"2208"	"ENSMUSG00000090071"	"Cdk5r2"
"2209"	"ENSMUSG00000055197"	"Fev"
"2212"	"ENSMUSG00000006546"	"Cryba2"
"2214"	"ENSMUSG00000047021"	"Cfap65"
"2217"	"ENSMUSG00000089653"	"Gm15841"
"2218"	"ENSMUSG00000006538"	"Ihh"
"2220"	"ENSMUSG00000026162"	"Nhej1"
"2222"	"ENSMUSG00000026205"	"Slc23a3"
"2224"	"ENSMUSG00000033159"	"Cnppd1"
"2232"	"ENSMUSG00000049339"	"Retreg2"
"2240"	"ENSMUSG00000026197"	"Zfand2b"
"2249"	"ENSMUSG00000026198"	"Abcb6"
"2255"	"ENSMUSG00000033124"	"Atg9a"
"2264"	"ENSMUSG00000026199"	"Ankzf1"
"2272"	"ENSMUSG00000026200"	"Glb1l"
"2284"	"ENSMUSG00000026201"	"Stk16"
"2300"	"ENSMUSG00000026202"	"Tuba4a"
"2308"	"ENSMUSG00000096094"	"A630095N17Rik"
"2311"	"ENSMUSG00000026203"	"Dnajb2"
"2323"	"ENSMUSG00000026204"	"Ptprn"
"2329"	"ENSMUSG00000101840"	"Gm28294"
"2330"	"ENSMUSG00000033061"	"Resp18"
"2334"	"ENSMUSG00000100556"	"Gm28902"
"2335"	"ENSMUSG00000026209"	"Dnpep"
"2349"	"ENSMUSG00000026208"	"Des"
"2352"	"ENSMUSG00000085653"	"Gm15179"
"2354"	"ENSMUSG00000026207"	"Speg"
"2369"	"ENSMUSG00000086053"	"Gm15178"
"2370"	"ENSMUSG00000033021"	"Gmppa"
"2383"	"ENSMUSG00000033007"	"Asic4"
"2385"	"ENSMUSG00000032997"	"Chpf"
"2390"	"ENSMUSG00000026211"	"Obsl1"
"2403"	"ENSMUSG00000051703"	"Tmem198"
"2407"	"ENSMUSG00000032968"	"Inha"
"2408"	"ENSMUSG00000026213"	"Stk11ip"
"2417"	"ENSMUSG00000006576"	"Slc4a3"
"2429"	"ENSMUSG00000099996"	"Gm29065"
"2430"	"ENSMUSG00000100827"	"Gm29069"
"2431"	"ENSMUSG00000100553"	"Gm17751"
"2433"	"ENSMUSG00000100534"	"Gm816"
"2434"	"ENSMUSG00000026235"	"Epha4"
"2441"	"ENSMUSG00000101849"	"Gm28386"
"2442"	"ENSMUSG00000102052"	"Gm28387"
"2443"	"ENSMUSG00000004872"	"Pax3"
"2446"	"ENSMUSG00000032908"	"Sgpp2"
"2447"	"ENSMUSG00000099561"	"Gm28410"
"2448"	"ENSMUSG00000026245"	"Farsb"
"2455"	"ENSMUSG00000090486"	"BC035947"
"2457"	"ENSMUSG00000012187"	"Mogat1"
"2463"	"ENSMUSG00000099364"	"5730419F03Rik"
"2464"	"ENSMUSG00000100562"	"Gm29611"
"2465"	"ENSMUSG00000032883"	"Acsl3"
"2472"	"ENSMUSG00000079470"	"Utp14b"
"2474"	"ENSMUSG00000099706"	"Gm29536"
"2475"	"ENSMUSG00000047330"	"Kcne4"
"2477"	"ENSMUSG00000101324"	"Gm29187"
"2478"	"ENSMUSG00000050711"	"Scg2"
"2480"	"ENSMUSG00000054702"	"Ap1s3"
"2483"	"ENSMUSG00000073643"	"Wdfy1"
"2497"	"ENSMUSG00000026248"	"Mrpl44"
"2499"	"ENSMUSG00000026249"	"Serpine2"
"2505"	"ENSMUSG00000099552"	"9830004L10Rik"
"2508"	"ENSMUSG00000043230"	"Fam124b"
"2510"	"ENSMUSG00000101257"	"2310015K22Rik"
"2511"	"ENSMUSG00000004364"	"Cul3"
"2517"	"ENSMUSG00000101722"	"Gm29125"
"2518"	"ENSMUSG00000101483"	"1700016L21Rik"
"2520"	"ENSMUSG00000110100"	"Gm45261"
"2521"	"ENSMUSG00000038608"	"Dock10"
"2532"	"ENSMUSG00000054976"	"Nyap2"
"2537"	"ENSMUSG00000055980"	"Irs1"
"2538"	"ENSMUSG00000022591"	"Gm9747"
"2539"	"ENSMUSG00000026142"	"Rhbdd1"
"2542"	"ENSMUSG00000100786"	"Gm28940"
"2543"	"ENSMUSG00000067158"	"Col4a4"
"2545"	"ENSMUSG00000079465"	"Col4a3"
"2549"	"ENSMUSG00000026150"	"Mff"
"2565"	"ENSMUSG00000026149"	"Tm4sf20"
"2567"	"ENSMUSG00000114299"	"Gm47791"
"2568"	"ENSMUSG00000100170"	"Gm28942"
"2569"	"ENSMUSG00000026159"	"Agfg1"
"2577"	"ENSMUSG00000113880"	"A030005L19Rik"
"2578"	"ENSMUSG00000113973"	"A030014E15Rik"
"2579"	"ENSMUSG00000113846"	"Gm6217"
"2580"	"ENSMUSG00000113084"	"A030003K21Rik"
"2581"	"ENSMUSG00000113925"	"Gm7544"
"2582"	"ENSMUSG00000114011"	"Gm47955"
"2583"	"ENSMUSG00000113097"	"Gm47959"
"2584"	"ENSMUSG00000038496"	"Slc19a3"
"2587"	"ENSMUSG00000100190"	"Krtap28-10"
"2588"	"ENSMUSG00000113267"	"Gm47969"
"2589"	"ENSMUSG00000104423"	"A030005K14Rik"
"2590"	"ENSMUSG00000101315"	"Krtap28-13"
"2591"	"ENSMUSG00000026166"	"Ccl20"
"2594"	"ENSMUSG00000053161"	"Daw1"
"2599"	"ENSMUSG00000026163"	"Sphkap"
"2604"	"ENSMUSG00000100580"	"4933436I20Rik"
"2606"	"ENSMUSG00000045658"	"Pid1"
"2614"	"ENSMUSG00000036766"	"Dner"
"2618"	"ENSMUSG00000026219"	"Trip12"
"2636"	"ENSMUSG00000073633"	"Fbxo36"
"2640"	"ENSMUSG00000026220"	"Slc16a14"
"2642"	"ENSMUSG00000052477"	"C130026I21Rik"
"2649"	"ENSMUSG00000089844"	"A530032D15Rik"
"2652"	"ENSMUSG00000073631"	"Gm10553"
"2653"	"ENSMUSG00000072109"	"A530040E14Rik"
"2659"	"ENSMUSG00000090252"	"Gm16028"
"2660"	"ENSMUSG00000089652"	"Gm16025"
"2662"	"ENSMUSG00000089714"	"Gm16092"
"2663"	"ENSMUSG00000094127"	"G530012D18Rik"
"2664"	"ENSMUSG00000070034"	"Sp110"
"2673"	"ENSMUSG00000090103"	"Gm16094"
"2674"	"ENSMUSG00000070031"	"Sp140"
"2680"	"ENSMUSG00000073628"	"Gm10552"
"2682"	"ENSMUSG00000090246"	"Gm17017"
"2683"	"ENSMUSG00000026222"	"Sp100"
"2696"	"ENSMUSG00000052760"	"A630001G21Rik"
"2702"	"ENSMUSG00000100217"	"9930111H07Rik"
"2703"	"ENSMUSG00000036707"	"Cab39"
"2708"	"ENSMUSG00000026223"	"Itm2c"
"2711"	"ENSMUSG00000026224"	"4933407L21Rik"
"2714"	"ENSMUSG00000099767"	"Gm28884"
"2715"	"ENSMUSG00000049608"	"Gpr55"
"2716"	"ENSMUSG00000100108"	"Gm28100"
"2717"	"ENSMUSG00000026226"	"Spata3"
"2728"	"ENSMUSG00000026227"	"2810459M11Rik"
"2730"	"ENSMUSG00000026229"	"Psmd1"
"2739"	"ENSMUSG00000026228"	"Htr2b"
"2741"	"ENSMUSG00000094638"	"Gm21972"
"2742"	"ENSMUSG00000062590"	"Armc9"
"2755"	"ENSMUSG00000087538"	"Gm16341"
"2756"	"ENSMUSG00000079445"	"B3gnt7"
"2759"	"ENSMUSG00000099644"	"Gm28626"
"2760"	"ENSMUSG00000026234"	"Ncl"
"2766"	"ENSMUSG00000026237"	"Nmur1"
"2770"	"ENSMUSG00000036574"	"Tex44"
"2771"	"ENSMUSG00000026238"	"Ptma"
"2776"	"ENSMUSG00000026239"	"Pde6d"
"2781"	"ENSMUSG00000026240"	"Cops7b"
"2787"	"ENSMUSG00000026241"	"Nppc"
"2788"	"ENSMUSG00000053333"	"Dis3l2"
"2794"	"ENSMUSG00000099401"	"Gm28375"
"2795"	"ENSMUSG00000101625"	"Gm29371"
"2796"	"ENSMUSG00000026246"	"Alppl2"
"2799"	"ENSMUSG00000079440"	"Alpi"
"2800"	"ENSMUSG00000036500"	"Akp3"
"2802"	"ENSMUSG00000099839"	"Gm29374"
"2803"	"ENSMUSG00000026247"	"Ecel1"
"2808"	"ENSMUSG00000036480"	"Prss56"
"2809"	"ENSMUSG00000026251"	"Chrnd"
"2812"	"ENSMUSG00000026253"	"Chrng"
"2817"	"ENSMUSG00000026254"	"Eif4e2"
"2825"	"ENSMUSG00000026255"	"Efhd1"
"2828"	"ENSMUSG00000089821"	"Efhd1os"
"2829"	"ENSMUSG00000048000"	"Gigyf2"
"2852"	"ENSMUSG00000079436"	"Kcnj13"
"2854"	"ENSMUSG00000026258"	"3110079O15Rik"
"2856"	"ENSMUSG00000026259"	"Ngef"
"2860"	"ENSMUSG00000079434"	"Neu2"
"2867"	"ENSMUSG00000026288"	"Inpp5d"
"2878"	"ENSMUSG00000026289"	"Atg16l1"
"2889"	"ENSMUSG00000056055"	"Sag"
"2898"	"ENSMUSG00000070738"	"Dgkd"
"2905"	"ENSMUSG00000101942"	"Gm19582"
"2906"	"ENSMUSG00000005501"	"Usp40"
"2915"	"ENSMUSG00000090165"	"Ugt1a10"
"2918"	"ENSMUSG00000090175"	"Ugt1a9"
"2919"	"ENSMUSG00000089675"	"Ugt1a8"
"2920"	"ENSMUSG00000090124"	"Ugt1a7c"
"2924"	"ENSMUSG00000090145"	"Ugt1a6b"
"2926"	"ENSMUSG00000054545"	"Ugt1a6a"
"2930"	"ENSMUSG00000089943"	"Ugt1a5"
"2931"	"ENSMUSG00000090171"	"Ugt1a2"
"2932"	"ENSMUSG00000081984"	"Dnajb3"
"2933"	"ENSMUSG00000089960"	"Ugt1a1"
"2934"	"ENSMUSG00000079429"	"Mroh2a"
"2939"	"ENSMUSG00000044783"	"Hjurp"
"2946"	"ENSMUSG00000036251"	"Trpm8"
"2950"	"ENSMUSG00000085420"	"4930453O03Rik"
"2951"	"ENSMUSG00000026295"	"Spp2"
"2954"	"ENSMUSG00000099553"	"Gm29538"
"2955"	"ENSMUSG00000100908"	"Gm28888"
"2956"	"ENSMUSG00000062310"	"Glrp1"
"2957"	"ENSMUSG00000100798"	"Gm19589"
"2958"	"ENSMUSG00000100367"	"Gm29336"
"2959"	"ENSMUSG00000049866"	"Arl4c"
"2962"	"ENSMUSG00000097398"	"Platr5"
"2964"	"ENSMUSG00000099848"	"Gm29337"
"2965"	"ENSMUSG00000099378"	"1700067G17Rik"
"2966"	"ENSMUSG00000036206"	"Sh3bp4"
"2968"	"ENSMUSG00000101288"	"Gm28342"
"2969"	"ENSMUSG00000099938"	"C030007H22Rik"
"2970"	"ENSMUSG00000055013"	"Agap1"
"2976"	"ENSMUSG00000034486"	"Gbx2"
"2978"	"ENSMUSG00000067081"	"Asb18"
"2982"	"ENSMUSG00000026301"	"Iqca"
"2990"	"ENSMUSG00000100850"	"4930434B07Rik"
"2991"	"ENSMUSG00000044337"	"Ackr3"
"2993"	"ENSMUSG00000101951"	"Gm28721"
"2994"	"ENSMUSG00000101028"	"Gm28723"
"2995"	"ENSMUSG00000101997"	"Gm28722"
"2996"	"ENSMUSG00000034432"	"Cops8"
"3005"	"ENSMUSG00000056128"	"Gm9991"
"3006"	"ENSMUSG00000048126"	"Col6a3"
"3014"	"ENSMUSG00000026303"	"Mlph"
"3017"	"ENSMUSG00000090550"	"Prlh"
"3018"	"ENSMUSG00000026304"	"Rab17"
"3023"	"ENSMUSG00000100791"	"Gm28199"
"3024"	"ENSMUSG00000026305"	"Lrrfip1"
"3036"	"ENSMUSG00000070732"	"Rbm44"
"3040"	"ENSMUSG00000034353"	"Ramp1"
"3043"	"ENSMUSG00000034343"	"Ube2f"
"3054"	"ENSMUSG00000097285"	"Gm26683"
"3055"	"ENSMUSG00000026307"	"Scly"
"3065"	"ENSMUSG00000090322"	"Gm17090"
"3066"	"ENSMUSG00000049515"	"Espnl"
"3068"	"ENSMUSG00000026308"	"Klhl30"
"3069"	"ENSMUSG00000047443"	"Erfe"
"3071"	"ENSMUSG00000026309"	"Ilkap"
"3084"	"ENSMUSG00000100253"	"1700020N18Rik"
"3085"	"ENSMUSG00000067071"	"Hes6"
"3090"	"ENSMUSG00000055866"	"Per2"
"3092"	"ENSMUSG00000100151"	"Gm28382"
"3093"	"ENSMUSG00000034292"	"Traf3ip1"
"3096"	"ENSMUSG00000026311"	"Asb1"
"3103"	"ENSMUSG00000101705"	"Gm28380"
"3104"	"ENSMUSG00000100980"	"Gm29100"
"3105"	"ENSMUSG00000007805"	"Twist2"
"3107"	"ENSMUSG00000026313"	"Hdac4"
"3119"	"ENSMUSG00000096941"	"Gm26720"
"3120"	"ENSMUSG00000101265"	"Gm29099"
"3121"	"ENSMUSG00000026260"	"Ndufa10"
"3129"	"ENSMUSG00000067064"	"Olfr1416"
"3131"	"ENSMUSG00000057464"	"Olfr1415"
"3134"	"ENSMUSG00000042849"	"Olfr1414"
"3136"	"ENSMUSG00000058904"	"Olfr1413"
"3138"	"ENSMUSG00000097001"	"1700054K02Rik"
"3139"	"ENSMUSG00000046300"	"Olfr1412"
"3141"	"ENSMUSG00000062497"	"Olfr1411"
"3144"	"ENSMUSG00000063583"	"Olfr1410"
"3147"	"ENSMUSG00000061616"	"Olfr12"
"3149"	"ENSMUSG00000073616"	"Cops9"
"3154"	"ENSMUSG00000044055"	"Otos"
"3156"	"ENSMUSG00000100546"	"Gm29483"
"3157"	"ENSMUSG00000099665"	"Gm29482"
"3158"	"ENSMUSG00000100781"	"Gm29481"
"3159"	"ENSMUSG00000034220"	"Gpc1"
"3164"	"ENSMUSG00000101995"	"Gm29480"
"3165"	"ENSMUSG00000034212"	"Ankmy1"
"3168"	"ENSMUSG00000047067"	"Dusp28"
"3169"	"ENSMUSG00000097251"	"5033417F24Rik"
"3170"	"ENSMUSG00000026269"	"Rnpepl1"
"3182"	"ENSMUSG00000100632"	"9430060I03Rik"
"3183"	"ENSMUSG00000026270"	"Capn10"
"3190"	"ENSMUSG00000026271"	"Gpr35"
"3196"	"ENSMUSG00000045091"	"Aqp12"
"3197"	"ENSMUSG00000014602"	"Kif1a"
"3208"	"ENSMUSG00000101378"	"Gm28086"
"3209"	"ENSMUSG00000026272"	"Agxt"
"3212"	"ENSMUSG00000034159"	"2310007B03Rik"
"3214"	"ENSMUSG00000084989"	"Crocc2"
"3215"	"ENSMUSG00000047793"	"Sned1"
"3221"	"ENSMUSG00000026273"	"Mterf4"
"3226"	"ENSMUSG00000101172"	"Gm28535"
"3227"	"ENSMUSG00000026274"	"Pask"
"3233"	"ENSMUSG00000026275"	"Ppp1r7"
"3236"	"ENSMUSG00000034107"	"Ano7"
"3239"	"ENSMUSG00000034088"	"Hdlbp"
"3250"	"ENSMUSG00000026276"	"Sept2"
"3266"	"ENSMUSG00000034066"	"Farp2"
"3268"	"ENSMUSG00000026277"	"Stk25"
"3274"	"ENSMUSG00000100927"	"Gm28536"
"3275"	"ENSMUSG00000026278"	"Bok"
"3280"	"ENSMUSG00000026279"	"Thap4"
"3286"	"ENSMUSG00000101952"	"Gm10550"
"3287"	"ENSMUSG00000026280"	"Atg4b"
"3298"	"ENSMUSG00000026281"	"Dtymk"
"3302"	"ENSMUSG00000026283"	"Ing5"
"3305"	"ENSMUSG00000073609"	"D2hgdh"
"3313"	"ENSMUSG00000094651"	"Gal3st2"
"3316"	"ENSMUSG00000093805"	"Gal3st2b"
"3318"	"ENSMUSG00000073608"	"Gal3st2c"
"3319"	"ENSMUSG00000034000"	"Neu4"
"3321"	"ENSMUSG00000026285"	"Pdcd1"
"3322"	"ENSMUSG00000100518"	"4930440C22Rik"
"3324"	"ENSMUSG00000051185"	"Fam174a"
"3326"	"ENSMUSG00000040710"	"St8sia4"
"3330"	"ENSMUSG00000100777"	"4930598F16Rik"
"3331"	"ENSMUSG00000100062"	"1700063A18Rik"
"3332"	"ENSMUSG00000100336"	"Gm29601"
"3333"	"ENSMUSG00000100589"	"4930533P14Rik"
"3334"	"ENSMUSG00000040693"	"Slco4c1"
"3335"	"ENSMUSG00000097814"	"Panct2"
"3338"	"ENSMUSG00000100454"	"Gm28901"
"3339"	"ENSMUSG00000026331"	"Slco6c1"
"3341"	"ENSMUSG00000044768"	"D1Ertd622e"
"3345"	"ENSMUSG00000040648"	"Ppip5k2"
"3352"	"ENSMUSG00000026333"	"Gin1"
"3359"	"ENSMUSG00000026335"	"Pam"
"3374"	"ENSMUSG00000100182"	"1810006J02Rik"
"3376"	"ENSMUSG00000100711"	"Gm29461"
"3377"	"ENSMUSG00000026336"	"Slco6d1"
"3381"	"ENSMUSG00000100009"	"Gm7967"
"3384"	"ENSMUSG00000067028"	"Cntnap5b"
"3387"	"ENSMUSG00000100684"	"Gm20268"
"3388"	"ENSMUSG00000099375"	"Gm28187"
"3389"	"ENSMUSG00000050840"	"Cdh20"
"3390"	"ENSMUSG00000089866"	"Gm15699"
"3391"	"ENSMUSG00000099669"	"Gm29012"
"3392"	"ENSMUSG00000047496"	"Rnf152"
"3394"	"ENSMUSG00000097482"	"Gm17634"
"3397"	"ENSMUSG00000056536"	"Pign"
"3409"	"ENSMUSG00000026319"	"2310035C23Rik"
"3421"	"ENSMUSG00000026321"	"Tnfrsf11a"
"3424"	"ENSMUSG00000099843"	"Gm7160"
"3426"	"ENSMUSG00000038866"	"Zcchc2"
"3431"	"ENSMUSG00000101583"	"Gm20753"
"3432"	"ENSMUSG00000044340"	"Phlpp1"
"3435"	"ENSMUSG00000100247"	"A530053M12Rik"
"3436"	"ENSMUSG00000057329"	"Bcl2"
"3438"	"ENSMUSG00000054006"	"D630008O14Rik"
"3440"	"ENSMUSG00000009905"	"Kdsr"
"3443"	"ENSMUSG00000009907"	"Vps4b"
"3449"	"ENSMUSG00000067006"	"Serpinb5"
"3453"	"ENSMUSG00000059956"	"Serpinb12"
"3456"	"ENSMUSG00000048775"	"Serpinb13"
"3458"	"ENSMUSG00000044594"	"Serpinb3a"
"3460"	"ENSMUSG00000058017"	"Serpinb3d"
"3461"	"ENSMUSG00000073602"	"Serpinb3b"
"3463"	"ENSMUSG00000073601"	"Serpinb3c"
"3464"	"ENSMUSG00000026327"	"Serpinb11"
"3466"	"ENSMUSG00000087210"	"Gm15391"
"3467"	"ENSMUSG00000067001"	"Serpinb7"
"3469"	"ENSMUSG00000062345"	"Serpinb2"
"3473"	"ENSMUSG00000026315"	"Serpinb8"
"3477"	"ENSMUSG00000086161"	"Gm15389"
"3478"	"ENSMUSG00000100457"	"D830032E09Rik"
"3481"	"ENSMUSG00000026312"	"Cdh7"
"3490"	"ENSMUSG00000047216"	"Cdh19"
"3492"	"ENSMUSG00000101253"	"Gm29088"
"3493"	"ENSMUSG00000038702"	"Dsel"
"3497"	"ENSMUSG00000101453"	"Gm28189"
"3498"	"ENSMUSG00000097648"	"9330185C12Rik"
"3499"	"ENSMUSG00000070695"	"Cntnap5a"
"3500"	"ENSMUSG00000094429"	"Gm19965"
"3501"	"ENSMUSG00000107979"	"Zfp813-ps"
"3502"	"ENSMUSG00000100265"	"Gm28363"
"3503"	"ENSMUSG00000101303"	"B020011L13Rik"
"3504"	"ENSMUSG00000100305"	"Gm28360"
"3505"	"ENSMUSG00000101415"	"Gm28168"
"3506"	"ENSMUSG00000100617"	"Gm7145"
"3507"	"ENSMUSG00000102030"	"Gm29106"
"3508"	"ENSMUSG00000026374"	"Tsn"
"3514"	"ENSMUSG00000026377"	"Nifk"
"3517"	"ENSMUSG00000099936"	"Gm28867"
"3518"	"ENSMUSG00000064302"	"Clasp1"
"3548"	"ENSMUSG00000107722"	"2900060B14Rik"
"3550"	"ENSMUSG00000026380"	"Tfcp2l1"
"3552"	"ENSMUSG00000048402"	"Gli2"
"3561"	"ENSMUSG00000097408"	"Gm26831"
"3562"	"ENSMUSG00000099860"	"Gm29456"
"3563"	"ENSMUSG00000101179"	"Gm29455"
"3565"	"ENSMUSG00000037035"	"Inhbb"
"3566"	"ENSMUSG00000004451"	"Ralb"
"3569"	"ENSMUSG00000098447"	"Gm27184"
"3570"	"ENSMUSG00000098923"	"Tmem185b"
"3572"	"ENSMUSG00000101731"	"3830432H09Rik"
"3574"	"ENSMUSG00000026383"	"Epb41l5"
"3583"	"ENSMUSG00000026384"	"Ptpn4"
"3594"	"ENSMUSG00000101224"	"Gm28209"
"3595"	"ENSMUSG00000036975"	"Tmem177"
"3596"	"ENSMUSG00000036962"	"Cfap221"
"3599"	"ENSMUSG00000026387"	"Sctr"
"3601"	"ENSMUSG00000050777"	"Tmem37"
"3602"	"ENSMUSG00000026385"	"Dbi"
"3609"	"ENSMUSG00000026388"	"3110009E18Rik"
"3615"	"ENSMUSG00000026389"	"Steap3"
"3620"	"ENSMUSG00000036907"	"C1ql2"
"3621"	"ENSMUSG00000101275"	"1700012E03Rik"
"3622"	"ENSMUSG00000026390"	"Marco"
"3624"	"ENSMUSG00000058665"	"En1"
"3625"	"ENSMUSG00000099957"	"2610027F03Rik"
"3627"	"ENSMUSG00000101386"	"Gm29346"
"3628"	"ENSMUSG00000101922"	"Gm29345"
"3629"	"ENSMUSG00000099336"	"Gm29348"
"3630"	"ENSMUSG00000100979"	"Gm29347"
"3631"	"ENSMUSG00000097881"	"Celrr"
"3635"	"ENSMUSG00000101700"	"Gm29359"
"3636"	"ENSMUSG00000003721"	"Insig2"
"3650"	"ENSMUSG00000101791"	"2210011K15Rik"
"3651"	"ENSMUSG00000026339"	"Ccdc93"
"3657"	"ENSMUSG00000085857"	"Gm15392"
"3658"	"ENSMUSG00000050534"	"Htr5b"
"3659"	"ENSMUSG00000001674"	"Ddx18"
"3663"	"ENSMUSG00000099960"	"Gm28590"
"3664"	"ENSMUSG00000036815"	"Dpp10"
"3668"	"ENSMUSG00000100851"	"Gm28928"
"3669"	"ENSMUSG00000099574"	"1700121L03Rik"
"3670"	"ENSMUSG00000026341"	"Actr3"
"3682"	"ENSMUSG00000102063"	"Gm28706"
"3683"	"ENSMUSG00000026342"	"Slc35f5"
"3686"	"ENSMUSG00000026343"	"Gpr39"
"3688"	"ENSMUSG00000026344"	"Lypd1"
"3693"	"ENSMUSG00000049690"	"Nckap5"
"3705"	"ENSMUSG00000101600"	"4930599A14Rik"
"3707"	"ENSMUSG00000036155"	"Mgat5"
"3711"	"ENSMUSG00000026347"	"Tmem163"
"3716"	"ENSMUSG00000026348"	"Acmsd"
"3718"	"ENSMUSG00000102014"	"2900009J06Rik"
"3720"	"ENSMUSG00000026349"	"Ccnt2"
"3727"	"ENSMUSG00000051590"	"Map3k19"
"3732"	"ENSMUSG00000036104"	"Rab3gap1"
"3739"	"ENSMUSG00000036086"	"Zranb3"
"3746"	"ENSMUSG00000099760"	"Gm28800"
"3747"	"ENSMUSG00000056211"	"R3hdm1"
"3763"	"ENSMUSG00000026353"	"Ubxn4"
"3767"	"ENSMUSG00000026354"	"Lct"
"3769"	"ENSMUSG00000026355"	"Mcm6"
"3773"	"ENSMUSG00000026356"	"Dars"
"3776"	"ENSMUSG00000045382"	"Cxcr4"
"3778"	"ENSMUSG00000097283"	"Gm26686"
"3779"	"ENSMUSG00000042581"	"Thsd7b"
"3788"	"ENSMUSG00000086633"	"Gm16081"
"3789"	"ENSMUSG00000026401"	"Cd55b"
"3792"	"ENSMUSG00000087691"	"Gm15674"
"3793"	"ENSMUSG00000086825"	"Gm15675"
"3794"	"ENSMUSG00000026399"	"Cd55"
"3799"	"ENSMUSG00000085526"	"Gm16083"
"3800"	"ENSMUSG00000042554"	"Zp3r"
"3803"	"ENSMUSG00000026405"	"C4bp"
"3807"	"ENSMUSG00000101904"	"Gm29427"
"3808"	"ENSMUSG00000026409"	"Pfkfb2"
"3821"	"ENSMUSG00000046404"	"Yod1"
"3822"	"ENSMUSG00000042510"	"AA986860"
"3825"	"ENSMUSG00000099556"	"Gm28857"
"3826"	"ENSMUSG00000100106"	"Gm28856"
"3827"	"ENSMUSG00000026415"	"Fcamr"
"3829"	"ENSMUSG00000086706"	"Gm15848"
"3832"	"ENSMUSG00000026417"	"Pigr"
"3835"	"ENSMUSG00000042474"	"Fcmr"
"3839"	"ENSMUSG00000026420"	"Il24"
"3843"	"ENSMUSG00000026416"	"Il20"
"3845"	"ENSMUSG00000016524"	"Il19"
"3849"	"ENSMUSG00000016529"	"Il10"
"3850"	"ENSMUSG00000016528"	"Mapkapk2"
"3852"	"ENSMUSG00000016526"	"Dyrk3"
"3854"	"ENSMUSG00000026427"	"Eif2d"
"3862"	"ENSMUSG00000026430"	"Rassf5"
"3867"	"ENSMUSG00000042349"	"Ikbke"
"3874"	"ENSMUSG00000102027"	"Gm28914"
"3875"	"ENSMUSG00000102055"	"Gm28913"
"3876"	"ENSMUSG00000026425"	"Srgap2"
"3888"	"ENSMUSG00000055184"	"Fam72a"
"3889"	"ENSMUSG00000026432"	"Avpr1b"
"3891"	"ENSMUSG00000004552"	"Ctse"
"3894"	"ENSMUSG00000052688"	"Rab7b"
"3899"	"ENSMUSG00000042268"	"Slc26a9"
"3903"	"ENSMUSG00000042251"	"Pm20d1"
"3907"	"ENSMUSG00000013275"	"Slc41a1"
"3910"	"ENSMUSG00000026433"	"Rab29"
"3914"	"ENSMUSG00000026434"	"Nucks1"
"3917"	"ENSMUSG00000026435"	"Slc45a3"
"3921"	"ENSMUSG00000026436"	"Elk4"
"3928"	"ENSMUSG00000059149"	"Mfsd4a"
"3941"	"ENSMUSG00000097454"	"Gm26892"
"3942"	"ENSMUSG00000026437"	"Cdk18"
"3947"	"ENSMUSG00000099874"	"Gm29629"
"3948"	"ENSMUSG00000079330"	"Lemd1"
"3957"	"ENSMUSG00000097540"	"1700037F24Rik"
"3958"	"ENSMUSG00000066936"	"Gm10188"
"3959"	"ENSMUSG00000101549"	"Gm29630"
"3960"	"ENSMUSG00000042115"	"Klhdc8a"
"3961"	"ENSMUSG00000009772"	"Nuak2"
"3965"	"ENSMUSG00000100658"	"F730311O21Rik"
"3966"	"ENSMUSG00000042066"	"Tmcc2"
"3972"	"ENSMUSG00000090079"	"Gm15849"
"3973"	"ENSMUSG00000042046"	"Dstyk"
"3979"	"ENSMUSG00000026439"	"Rbbp5"
"3986"	"ENSMUSG00000048174"	"Tmem81"
"3988"	"ENSMUSG00000053024"	"Cntn2"
"3996"	"ENSMUSG00000026442"	"Nfasc"
"4006"	"ENSMUSG00000101126"	"Gm10538"
"4007"	"ENSMUSG00000026443"	"Lrrn2"
"4009"	"ENSMUSG00000054387"	"Mdm4"
"4023"	"ENSMUSG00000026447"	"Pik3c2b"
"4027"	"ENSMUSG00000101102"	"Gm28609"
"4028"	"ENSMUSG00000046062"	"Ppp1r15b"
"4030"	"ENSMUSG00000041757"	"Plekha6"
"4042"	"ENSMUSG00000101693"	"Gm19461"
"4047"	"ENSMUSG00000103421"	"Golt1a"
