ID	Synonym	Pref Name	Obsoleted By	Obselete	Comment	Label	Definition	Exact Synonym
http://purl.obolibrary.org/obo/PCL_0000218	Exc L5-6 FEZF2 IFNG-AS1	LOC105369818-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015116	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LOC105369818-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a layer 5/6 non-pyramidal human primary motor cortex glutamatergic neuron that selectively expresses LOC105369818, and NPSR1_AS1 mRNAs	pCL218
http://purl.obolibrary.org/obo/PCL_0000219	Exc L5-6 FEZF2 LPO	LOC105369818-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015117	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LOC101928114-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a layer 5/6 non-pyramidal human primary motor cortex glutamatergic neuron that selectively expresses LOC101928114, and LOC105376372 mRNAs	pCL219
http://purl.obolibrary.org/obo/PCL_0000220	Exc L5 THEMIS LINC01116	LOC105369890-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015099	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LOC105369890-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic human primary motor cortex glutamatergic neuron that selectively expresses LOC105369890, and LOC105371663 mRNAs	pCL220
http://purl.obolibrary.org/obo/PCL_0000221	Exc L5 THEMIS RGPD6	DDR2-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015100	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete DDR2-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic human primary motor cortex glutamatergic neuron that selectively expresses DDR2, and LOC105371663, and THEMIS mRNAs	pCL221
http://purl.obolibrary.org/obo/PCL_0000222	Exc L5-6 FEZF2 C9orf135-AS1	EGFEM1P-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015101	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete EGFEM1P-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic human primary motor cortex glutamatergic neuron that selectively expresses EGFEM1P, and FOXP2, and SEMA5A mRNAs	pCL222
http://purl.obolibrary.org/obo/PCL_0000223	Exc L5-6 FEZF2 FILIP1L	SEC16B-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015102	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SEC16B-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic human primary motor cortex glutamatergic neuron that selectively expresses LOC100128497, and MCTP2, and SEC16B, and SULF1 mRNAs	pCL223
http://purl.obolibrary.org/obo/PCL_0000224	Exc L5-6 FEZF2 OR1L8	LGR6-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015098	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LGR6-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic human primary motor cortex glutamatergic neuron that selectively expresses LGR6, and LOC101927439, and LOC105374392, and LOC105377183 mRNAs	pCL224
http://purl.obolibrary.org/obo/PCL_0000225	Exc L5-6 FEZF2 SH2D1B	ADAMTSL1-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015103	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADAMTSL1-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic human primary motor cortex glutamatergic neuron that selectively expresses ADAMTSL1, and MEIS2, and NLGN4Y, and PAPSS2 mRNAs	pCL225
http://purl.obolibrary.org/obo/PCL_0000226	Exc L6 THEMIS LINC00343	ANKRD30B-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015094	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ANKRD30B-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Intratelencephalic human primary motor cortex glutamatergic neuron that selectively expresses ANKRD30B, and LINC00299, and LINC00343 mRNAs	pCL226
http://purl.obolibrary.org/obo/PCL_0000227	Exc L6 THEMIS SLN	FAM163A-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015095	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete FAM163A-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Intratelencephalic human primary motor cortex glutamatergic neuron that selectively expresses FAM163A, and LOC105371832, and LOC105374524 mRNAs	pCL227
http://purl.obolibrary.org/obo/PCL_0000228	Exc L6 THEMIS SNTG2	LOC101927389-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015096	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LOC101927389-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Intratelencephalic human primary motor cortex glutamatergic neuron that selectively expresses LOC101927389, and LOC105371310 mRNAs	pCL228
http://purl.obolibrary.org/obo/PCL_0000229	Exc L5-6 THEMIS SMYD1	ATP10A-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015097	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ATP10A-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Intratelencephalic that selectively expresses Car3 human primary motor cortex glutamatergic neuron that selectively expresses ATP10A, and TRPC5 mRNAs	pCL229
http://purl.obolibrary.org/obo/PCL_0000230	Exc L5-6 FEZF2 CFTR	SEMA3D-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015107	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SEMA3D-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6b human primary motor cortex glutamatergic neuron that selectively expresses LOC105374392, and NR4A2, and SEMA3D mRNAs	pCL230
http://purl.obolibrary.org/obo/PCL_0000231	Exc L6 FEZF2 FFAR4	FER1L6_AS2-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015105	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete FER1L6_AS2-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6b human primary motor cortex glutamatergic neuron that selectively expresses FER1L6_AS2, and LOC105378486 mRNAs	pCL231
http://purl.obolibrary.org/obo/PCL_0000232	Exc L6 FEZF2 KLK7	MDFIC-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015108	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete MDFIC-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6b human primary motor cortex glutamatergic neuron that selectively expresses LOC101927439, and MDFIC mRNAs	pCL232
http://purl.obolibrary.org/obo/PCL_0000233	Exc L6 FEZF2 PDYN	GBP2-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015104	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete GBP2-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6b human primary motor cortex glutamatergic neuron that selectively expresses LOC101927439, and MDFIC mRNAs	pCL233
http://purl.obolibrary.org/obo/PCL_0000234	Exc L6 FEZF2 POGK	ADD3_AS1-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015109	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADD3_AS1-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6b human primary motor cortex glutamatergic neuron that selectively expresses ADD3_AS1, and LOC100132891, and PCOLCE2 mRNAs	pCL234
http://purl.obolibrary.org/obo/PCL_0000235	Exc L6 FEZF2 PROKR2	SLITRK6-expressing human primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0015106	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SLITRK6-expressing human primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6b human primary motor cortex glutamatergic neuron that selectively expresses LOC105371310, and SLITRK6 mRNAs	pCL235
http://purl.obolibrary.org/obo/PCL_0000236	Oligo L2-6 OPALIN FTH1P3	STK32A-expressing human primary motor cortex oligodendrocyte	http://purl.obolibrary.org/obo/PCL_0015120	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete STK32A-expressing human primary motor cortex oligodendrocyte	OBSOLETE. is a human primary motor cortex oligodendrocyte that selectively expresses STK32A, and VCAN mRNAs	pCL236
http://purl.obolibrary.org/obo/PCL_0000237	Oligo L3-6 OPALIN ENPP6	ST18-expressing human primary motor cortex oligodendrocyte		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ST18-expressing human primary motor cortex oligodendrocyte	OBSOLETE. is a human primary motor cortex oligodendrocyte that selectively expresses ENPP2, and LINC01378, and MBP, and ST18 mRNAs	pCL237
http://purl.obolibrary.org/obo/PCL_0000238	Oligo L2-6 OPALIN MAP6D1	ENPP2-expressing human primary motor cortex oligodendrocyte	http://purl.obolibrary.org/obo/PCL_0015079	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ENPP2-expressing human primary motor cortex oligodendrocyte	OBSOLETE. is a human primary motor cortex oligodendrocyte that selectively expresses ENPP2, and LOC101927459 mRNAs	pCL238
http://purl.obolibrary.org/obo/PCL_0000239	Astro L1-6 FGFR3 PLCG1	COL5A3-expressing human primary motor cortex astrocyte	http://purl.obolibrary.org/obo/PCL_0015124	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete COL5A3-expressing human primary motor cortex astrocyte	OBSOLETE. is a human primary motor cortex astrocyte of the cerebral cortex that selectively expresses COL5A3 and LOC105376917 mRNAs	pCL239
http://purl.obolibrary.org/obo/PCL_0000240	Micro L1-6 TYROBP CD74	APBB1IP-expressing human primary motor cortex microglial cell	http://purl.obolibrary.org/obo/PCL_0015127	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete APBB1IP-expressing human primary motor cortex microglial cell	OBSOLETE. is a human primary motor cortex microglial cell that selectively expresses APBB1IP, and P2RY12 mRNAs	pCL240
http://purl.obolibrary.org/obo/PCL_0000241	OPC L1-6 PDGFRA COL20A1	FAM222A-expressing human primary motor cortex oligodendrocyte precursor cell	http://purl.obolibrary.org/obo/PCL_0015118	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete FAM222A-expressing human primary motor cortex oligodendrocyte precursor cell	OBSOLETE. is a human primary motor cortex oligodendrocyte precursor cell that selectively expresses FAM222A, and KIF25, and TGFA mRNAs	pCL241
http://purl.obolibrary.org/obo/PCL_0000242	L6 CT Pou3f2	Cdh18-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011078	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Cdh18-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic mouse primary motor cortex glutamatergic neuron that selectively expresses Cdh18, and Gm10635, and Satb2 mRNAs	pCL242
http://purl.obolibrary.org/obo/PCL_0000243	Astro L1-6 FGFR3 AQP1	TNC-expressing human primary motor cortex astrocyte	http://purl.obolibrary.org/obo/PCL_0015122	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete TNC-expressing human primary motor cortex astrocyte	OBSOLETE. is a human primary motor cortex astrocyte of the cerebral cortex that selectively expresses TNC mRNAs	pCL243
http://purl.obolibrary.org/obo/PCL_0000244	Astro L1 FGFR3 SERPINI2	CFAP47-expressing human primary motor cortex astrocyte	http://purl.obolibrary.org/obo/PCL_0015123	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CFAP47-expressing human primary motor cortex astrocyte	OBSOLETE. is a human primary motor cortex astrocyte of the cerebral cortex that selectively expresses CFAP47|HGNC:26708, and WDR49|HGNC:26587 mRNAs	pCL244
http://purl.obolibrary.org/obo/PCL_0000245	Oligo L5-6 OPALIN LDLRAP1	RNF219_AS1-expressing human primary motor cortex oligodendrocyte	http://purl.obolibrary.org/obo/PCL_0015121	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete RNF219_AS1-expressing human primary motor cortex oligodendrocyte	OBSOLETE. is a human primary motor cortex oligodendrocyte that selectively expresses LOC105376917, and OPALIN, and RNF219_AS1 mRNAs	pCL245
http://purl.obolibrary.org/obo/PCL_0000246	Endo L2-5 NOSTRIN SRGN	CLDN5-expressing human primary motor cortex endothelial cell	http://purl.obolibrary.org/obo/PCL_0015125	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CLDN5-expressing human primary motor cortex endothelial cell	OBSOLETE. is a human primary motor cortex endothelial cell that selectively expresses CLDN5 mRNAs	pCL246
http://purl.obolibrary.org/obo/PCL_0000247	VLMC L1-5 PDGFRA COLEC12	COL1A2-expressing human primary motor cortex vascular leptomeningeal cell	http://purl.obolibrary.org/obo/PCL_0015126	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete COL1A2-expressing human primary motor cortex vascular leptomeningeal cell	OBSOLETE. is a human primary motor cortex vascular leptomeningeal cell that selectively expresses COL1A2, and COLEC12 mRNAs	pCL247
http://purl.obolibrary.org/obo/PCL_0000248	Astro Aqp4_Gfap	Myoc-expressing mouse primary motor cortex astrocyte	http://purl.obolibrary.org/obo/PCL_0011093	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Myoc-expressing mouse primary motor cortex astrocyte	OBSOLETE. is a mouse primary motor cortex astrocyte of the cerebral cortex that selectively expresses Myoc mRNAs	pCL248
http://purl.obolibrary.org/obo/PCL_0000249	Astro Aqp4_Slc7a10	Phkg1-expressing mouse primary motor cortex astrocyte	http://purl.obolibrary.org/obo/PCL_0011094	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Phkg1-expressing mouse primary motor cortex astrocyte	OBSOLETE. is a mouse primary motor cortex astrocyte of the cerebral cortex that selectively expresses Phkg1, and Slco1c1 mRNAs	pCL249
http://purl.obolibrary.org/obo/PCL_0000250	Astro_Top2a	Clspn-expressing mouse primary motor cortex astrocyte	http://purl.obolibrary.org/obo/PCL_0011092	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Clspn-expressing mouse primary motor cortex astrocyte	OBSOLETE. is a mouse primary motor cortex astrocyte of the cerebral cortex that selectively expresses Clspn, and Lockd mRNAs	pCL250
http://purl.obolibrary.org/obo/PCL_0000251	Endo	Adgrl4-expressing mouse primary motor cortex endothelial cell	http://purl.obolibrary.org/obo/PCL_0011103	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Adgrl4-expressing mouse primary motor cortex endothelial cell	OBSOLETE. is a mouse primary motor cortex endothelial cell that selectively expresses Adgrl4, and Slco1a4 mRNAs	pCL251
http://purl.obolibrary.org/obo/PCL_0000252	L2/3 IT_1	Adamts2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011058	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Adamts2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 2/3 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses 6530403H02Rik, and Adamts2, and Met mRNAs	pCL252
http://purl.obolibrary.org/obo/PCL_0000253	L2/3 IT_2	Ccdc3-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011059	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Ccdc3-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 2/3 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Ccdc3, and Cux1, and Meis2, and Otof mRNAs	pCL253
http://purl.obolibrary.org/obo/PCL_0000254	L2/3 IT_3	Cux2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011060	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Cux2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 2/3 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Cux2, and Slit3, and Stard8 mRNAs	pCL254
http://purl.obolibrary.org/obo/PCL_0000256	L5 PT_2	Erg-expressing mouse primary motor cortex glutamatergic neuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Erg-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Extratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Erg, and Gpc5, and Trpc7 mRNAs	pCL256
http://purl.obolibrary.org/obo/PCL_0000257	L5 PT_3	Trpc7-expressing mouse primary motor cortex glutamatergic neuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Trpc7-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Extratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses 6430573F11Rik, and Gpc5, and Reln, and Trpc7 mRNA	pCL257
http://purl.obolibrary.org/obo/PCL_0000258	L5 PT_4	Npsr1-expressing mouse primary motor cortex glutamatergic neuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Npsr1-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Extratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Gm2164, and Npsr1 mRNAs	pCL258
http://purl.obolibrary.org/obo/PCL_0000259	L5 IT_3	Enpp2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011065	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Enpp2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Cadps2, and Enpp2, and Pld5, and Ptprk, and Rxfp1 mRNAs	pCL259
http://purl.obolibrary.org/obo/PCL_0000260	L5 IT_4	Chrm2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011066	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Chrm2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Chrm2, and Cwh43, and Pld5 mRNAs	pCL260
http://purl.obolibrary.org/obo/PCL_0000261	L4/5 IT_1	Cadps2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011061	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Cadps2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Cadps2, and Prr16, and Rorb mRNAs	pCL261
http://purl.obolibrary.org/obo/PCL_0000262	L4/5 IT_2	Col26a1-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011062	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Col26a1-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Col26a1, and Cpne4, and Il1rapl2 mRNAs	pCL262
http://purl.obolibrary.org/obo/PCL_0000263	L5 IT_1	Deptor-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011063	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Deptor-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses Deptor, and Il1rapl2 mRNAs	pCL263
http://purl.obolibrary.org/obo/PCL_0000264	L5 IT_2	Adamts18-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011064	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Adamts18-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic mouse primary motor cortex glutamatergic neuron that selectively expresses AC129186_1, and Adamts18, and Deptor, and Man1a mRNAs	pCL264
http://purl.obolibrary.org/obo/PCL_0000266	L5/6 NP_1	Cyp7b1-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011086	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Cyp7b1-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a layer 5/6 non-pyramidal mouse primary motor cortex glutamatergic neuron that selectively expresses Cyp7b1, and Dkk2, and Vwc2l mRNAs	pCL266
http://purl.obolibrary.org/obo/PCL_0000267	L5/6 NP_2	Abi3bp-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011087	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Abi3bp-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a layer 5/6 non-pyramidal mouse primary motor cortex glutamatergic neuron that selectively expresses Abi3bp, and Slc17a8 mRNAs	pCL267
http://purl.obolibrary.org/obo/PCL_0000268	L5/6 NP_3	Lypd1-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011088	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Lypd1-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a layer 5/6 non-pyramidal mouse primary motor cortex glutamatergic neuron that selectively expresses Lypd1, and Tshz2 mRNAs	pCL268
http://purl.obolibrary.org/obo/PCL_0000269	L6 CT Cpa6	Zfpm2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011076	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Zfpm2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic mouse primary motor cortex glutamatergic neuron that selectively expresses Foxp2, and Hs3st4, and Zfpm2 mRNAs	pCL269
http://purl.obolibrary.org/obo/PCL_0000270	L6 CT Gpr139	Acaa1b-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011075	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Acaa1b-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic mouse primary motor cortex glutamatergic neuron that selectively expresses Acaa1b, and Col23a1, and Gpr139 mRNAs	pCL270
http://purl.obolibrary.org/obo/PCL_0000271	L6 CT Grp	Pdzrn4-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011077	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Pdzrn4-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic mouse primary motor cortex glutamatergic neuron that selectively expresses Grp, and Meis2, and Pdzrn4, and Plcxd3 mRNAs	pCL271
http://purl.obolibrary.org/obo/PCL_0000272	L6 CT Kit_1	Ikzf2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011079	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Ikzf2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic mouse primary motor cortex glutamatergic neuron that selectively expresses Gm10635, and Ikzf2 mRNAs	pCL272
http://purl.obolibrary.org/obo/PCL_0000274	Exc RORB ANKRD27	GRAMD1C-expressing marmoset primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0019062	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete GRAMD1C-expressing marmoset primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 5 Intratelencephalic marmoset primary motor cortex glutamatergic neuron that selectively expresses GRAMD1C, and PLCH1, and POU6F2 mRNAs	pCL274
http://purl.obolibrary.org/obo/PCL_0000275	L6 IT Car3	Tfap2d-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011069	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Tfap2d-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Intratelencephalic that selectively expresses Car3 mouse primary motor cortex glutamatergic neuron that selectively expresses Nr4a2, and Tfap2d mRNAs	pCL275
