ID	Synonym	Pref Name	Obsoleted By	Obselete	Comment	Label	Definition	Exact Synonym
http://purl.obolibrary.org/obo/PCL_0000111		Layer 6 Intratelencephalic neuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Layer 6 Intratelencephalic neuron	OBSOLETE. is a SATB2-expressing Layer 6 Intratelencephalic primary motor cortex Glutamatergic neuron	pCL111
http://purl.obolibrary.org/obo/PCL_0000112		Layer 6b neuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Layer 6b neuron	OBSOLETE. is a SATB2-expressing primary motor cortex Layer 6b Glutamatergic neuron	pCL112
http://purl.obolibrary.org/obo/PCL_0000113		LAMP5 expressing GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LAMP5-expressing GABAergic interneuron	OBSOLETE. is a CGE-derived GABAergic interneuron that selectively expresses LAMP5	pCL113
http://purl.obolibrary.org/obo/PCL_0000114		PVALB expressing GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete PVALB-expressing GABAergic interneuron	OBSOLETE. is a MGE-derived cerebral cortex GABAergic interneuron that selectively expresses PVALB	pCL114
http://purl.obolibrary.org/obo/PCL_0000115		SNCG-expressing primary motor cortex GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SNCG-expressing primary motor cortex GABAergic interneuron	OBSOLETE. is a CGE-derived GABAergic interneuron that selectively expresses SNCG	pCL115
http://purl.obolibrary.org/obo/PCL_0000116		SST CHODL-expressing GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SST CHODL-expressing GABAergic interneuron	OBSOLETE. is a MGE-derived cerebral cortex GABAergic interneuron that selectively expresses SST CHODL	pCL116
http://purl.obolibrary.org/obo/PCL_0000117		SST-expressing GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SST-expressing GABAergic interneuron	OBSOLETE. is a MGE-derived cerebral cortex GABAergic interneuron that selectively expresses SST	pCL117
http://purl.obolibrary.org/obo/PCL_0000118		VIP-expressing GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete VIP-expressing GABAergic interneuron	OBSOLETE. is a CGE-derived GABAergic interneuron that selectively expresses VIP	pCL118
http://purl.obolibrary.org/obo/PCL_0000119	L6 CT Kit_2	Nr4a2-expressing mouse primary motor cortex glutamatergic neuron	http://purl.obolibrary.org/obo/PCL_0011080	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete Nr4a2-expressing mouse primary motor cortex glutamatergic neuron	OBSOLETE. is a Layer 6 Corticothalamic mouse primary motor cortex glutamatergic neuron that selectively expresses Gm26883, and Nr4a2, and Rxfp1, and Tshz2 mRNAs	pCL119
http://purl.obolibrary.org/obo/PCL_0000120	Inh L1 LAMP5 BMP2	COL5A2-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015014	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete COL5A2-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses COL5A2, and FREM1 mRNAs	pCL120
http://purl.obolibrary.org/obo/PCL_0000121	Inh L1 LAMP5 NMBR	is a COL5A2-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015015	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete PCDH18-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses PCDH18, and RELN mRNAs	pCL121
http://purl.obolibrary.org/obo/PCL_0000122	Inh L1 LAMP5 PVRL2	HS3ST5-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015001	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete HS3ST5-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses CBLN4, and HS3ST5, and RELN, and TRPC3 mRNAs	pCL122
http://purl.obolibrary.org/obo/PCL_0000123	Inh L1 LAMP5 RAB11FIP1	ADAMTS20-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015002	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADAMTS20-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses ADAMTS20, and FREM1, and MYH11 mRNAs	pCL123
http://purl.obolibrary.org/obo/PCL_0000124	Inh L1 PAX6 MIR101-1	RELN-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015008	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete RELN-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses RELN, and TGFBR2 mRNAs	pCL124
http://purl.obolibrary.org/obo/PCL_0000125	Inh L1-6 LAMP5 AARD	FBXL7-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015003	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete FBXL7-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses FBXL7, and FREM1, and KIT, and PRELID2 mRNAs	pCL125
http://purl.obolibrary.org/obo/PCL_0000126	Inh L1-6 LAMP5 CA1	HS3ST4-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015005	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete HS3ST4-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses HS3ST4, and NOS1 mRNAs	pCL126
http://purl.obolibrary.org/obo/PCL_0000127	Inh L1-6 LAMP5 NES	EPHA3-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015004	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete EPHA3-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses EPHA3, and EYA4, and KIT, and NTNG1, and ROR2 mRNAs	pCL127
http://purl.obolibrary.org/obo/PCL_0000128	Inh L3-6 PAX6 LINC01497	PALMD-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015007	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete PALMD-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses PALMD, and RELN mRNAs	pCL128
http://purl.obolibrary.org/obo/PCL_0000129	Inh L5-6 LAMP5 CRABP1	PDGFD-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015006	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete PDGFD-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a LAMP5-expressing human primary motor cortex GABAergic interneuron that selectively expresses LOC105379168, and PDGFD mRNAs	pCL129
http://purl.obolibrary.org/obo/PCL_0000130	Inh L1-2 PVALB CDK20	ADAMTS12-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015066	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADAMTS12-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses ADAMTS12, and SYT10, and TMEM132C mRNAs	pCL130
http://purl.obolibrary.org/obo/PCL_0000131	Inh L1-2 SST CLIC6	ARHGAP42-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015068	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ARHGAP42-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses ARHGAP42, and NEDD4, and TAC1 mRNAs	pCL131
http://purl.obolibrary.org/obo/PCL_0000132	Inh L1-6 PVALB COL15A1	COL15A1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015072	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete COL15A1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses COL15A1, and NPNT mRNAs	pCL132
http://purl.obolibrary.org/obo/PCL_0000133	Inh L2 PVALB FRZB	SLC9A9-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015067	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SLC9A9-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses CBLN4, and RGS5, and SLC9A9 mRNAs	pCL133
http://purl.obolibrary.org/obo/PCL_0000134	Inh L2-5 PVALB HHIPL1	ADAMTS17-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015063	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADAMTS17-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses ADAMTS17, and ADAMTS20, and MDFIC mRNAs	pCL134
http://purl.obolibrary.org/obo/PCL_0000135	Inh L2-5 PVALB RPH3AL	WIF1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015064	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete WIF1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses ARHGAP42, and MYO5B, and POSTN, and WIF1 mRNAs	pCL135
http://purl.obolibrary.org/obo/PCL_0000136	Inh L3 PVALB SAMD13	SULF1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015065	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SULF1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses LOC101928964, and SULF1 mRNAs	pCL136
http://purl.obolibrary.org/obo/PCL_0000137	Inh L3-5 PVALB ISG20	SV2C-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015061	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SV2C-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses LOC101926942, and LOC105377862, and SV2C mRNAs	pCL137
http://purl.obolibrary.org/obo/PCL_0000138	Inh L5 PVALB LRIG3	SV2C-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015062	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CDH6-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses CDH6, and GPC5, and PLCE1 mRNAs	pCL138
http://purl.obolibrary.org/obo/PCL_0000139	Inh L5-6 PVALB FAM150B	FAM150B-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015070	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete FAM150B-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses FAM150B, and MYBPC1, and TNC mRNAs	pCL139
http://purl.obolibrary.org/obo/PCL_0000140	Inh L5-6 PVALB GAPDHP60	MYBPC1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015069	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete MYBPC1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses GPC5, and MYBPC1, and SEMA3C mRNAs	pCL140
http://purl.obolibrary.org/obo/PCL_0000141	Inh L5-6 PVALB KCNIP2	GPC5-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015059	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete GPC5-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses GPC5, and NPFFR2, and VAV3 mRNAs	pCL141
http://purl.obolibrary.org/obo/PCL_0000142	Inh L5-6 PVALB MEPE	MEPE-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015071	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete MEPE-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses MEPE, and MYBPC1, and SVIL mRNAs	pCL142
http://purl.obolibrary.org/obo/PCL_0000143	Inh L5-6 PVALB ZFPM2-AS1	PCDH15-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015060	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete PCDH15-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a PVALB-expressing human primary motor cortex GABAergic interneuron that selectively expresses PCDH15, and SEMA6D, and ZFPM2_AS1 mRNAs	pCL143
http://purl.obolibrary.org/obo/PCL_0000144	Inh L1 PAX6 CHRFAM7A	CHRNA7-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015009	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CHRNA7-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses CHRNA7, and CNR1, and LINC01539 mRNAs	pCL144
http://purl.obolibrary.org/obo/PCL_0000145	Inh L1 PVALB SST ASIC4	ADAM33-expressing human primary motor cortex GABAergic interneuron		true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADAM33-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses ADAM33, and NCKAP5, and PRELID2 mRNAs	pCL145
http://purl.obolibrary.org/obo/PCL_0000146	Inh L1 SST DEFB108B	SYT10-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015018	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SYT10-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses NDST4, and SYT10 mRNAs	pCL146
http://purl.obolibrary.org/obo/PCL_0000147	Inh L1 SST P4HA3	ST8SIA6-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015017	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ST8SIA6-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses ARHGAP42, and FOXO1, and ST8SIA6 mRNAs	pCL147
http://purl.obolibrary.org/obo/PCL_0000148	Inh L1-2 VIP HTR3A	HTR3A-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015012	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete HTR3A-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses HTR3A, and LOC105373642 mRNAs	pCL148
http://purl.obolibrary.org/obo/PCL_0000149	Inh L1-2 VIP WNT4	SYT9-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015013	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete SYT9-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses LOC105379064, and SYT9 mRNAs	pCL149
http://purl.obolibrary.org/obo/PCL_0000150	Inh L1-6 VIP SLC7A6OS	CNR1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015010	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CNR1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses CNR1, and PBX3 mRNAs	pCL150
http://purl.obolibrary.org/obo/PCL_0000151	Inh L2 PAX6 FREM2	CILP2-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015011	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CILP2-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SNCG-expressing human primary motor cortex GABAergic interneuron that selectively expresses CILP2, and IGFBP7 mRNAs	pCL151
http://purl.obolibrary.org/obo/PCL_0000152	Inh L1-2 SST CCNJL	CALB1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015050	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete CALB1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses CALB1, and SPHKAP, and TMEM132C mRNAs	pCL152
http://purl.obolibrary.org/obo/PCL_0000153	Inh L1-2 SST PRRT4	LOC101927843-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015052	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete LOC101927843-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses LOC101927843, and LOC101929028 mRNAs	pCL153
http://purl.obolibrary.org/obo/PCL_0000154	Inh L1-3 SST FAM20A	PCSK5-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015051	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete PCSK5-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses PCSK5, and TAC1 mRNAs	pCL154
http://purl.obolibrary.org/obo/PCL_0000155	Inh L2-3 SST NMU	HPSE2-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015047	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete HPSE2-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses HPSE2, and NOS1, and PIEZO2 mRNAs	pCL155
http://purl.obolibrary.org/obo/PCL_0000156	Inh L3-5 SST CDH3	FREM1-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015041	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete FREM1-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses FREM1, and NPNT, and QRFPR mRNAs	pCL156
http://purl.obolibrary.org/obo/PCL_0000157	Inh L3-5 SST GGTLC3	EYS-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015046	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete EYS-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses EYS, and RELN mRNAs	pCL157
http://purl.obolibrary.org/obo/PCL_0000158	Inh L3-5 SST OR5AH1P	ADAMTS5-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015045	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete ADAMTS5-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses ADAMTS5, and FBXL7, and SST mRNAs	pCL158
http://purl.obolibrary.org/obo/PCL_0000159	Inh L5 SST RPL35AP11	EDNRA-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015042	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete EDNRA-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses EDNRA, and FREM1, and TRHDE mRNAs	pCL159
http://purl.obolibrary.org/obo/PCL_0000160	Inh L5-6 PVALB SST CRHR2	HPGD-expressing human primary motor cortex GABAergic interneuron	http://purl.obolibrary.org/obo/PCL_0015044	true	This term has been obsoleted and replaced with updated by an updated term from the Brain Data Standards ontology, please see 'term replaced by' axiom to for new term.	obsolete HPGD-expressing human primary motor cortex GABAergic interneuron	OBSOLETE. is a SST-expressing human primary motor cortex GABAergic interneuron that selectively expresses HPGD, and RGS5, and SPON1 mRNAs	pCL160
