ID	CLASS_TYPE	Evidence	Gross_cell_type	Brain_region	Marker1	Marker2	Marker3	Marker4	Marker5	Marker6	Marker7	Marker8	Marker9	Marker10	Marker11	Marker12	Marker13	Marker14	Marker15	Marker16	Marker17
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_31	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_31	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000039579	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000051910	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000062151	ensembl:ENSMUSG00000027400	ensembl:ENSMUSG00000048988	ensembl:ENSMUSG00000055214					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_32	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_32	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000039579	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000025370	ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000019828	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000062151	ensembl:ENSMUSG00000027400	ensembl:ENSMUSG00000048988	ensembl:ENSMUSG00000055214					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_33	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_33	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000105068	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000062151	ensembl:ENSMUSG00000027400	ensembl:ENSMUSG00000048988								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_158	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_158	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988											
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_159	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_159	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000038156	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000024598	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000048988								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_34	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_34	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000026141	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000038156	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000024598	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000048988							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_35	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_35	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000095105	ensembl:ENSMUSG00000039137	ensembl:ENSMUSG00000038156	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000024598	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000048988						
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_160	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_160	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988											
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_161	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_161	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000024990	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000068220	ensembl:ENSMUSG00000048988								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_36	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_36	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000026393	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000024990	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000068220	ensembl:ENSMUSG00000048988						
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_37	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_37	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000024990	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000026765	ensembl:ENSMUSG00000068220	ensembl:ENSMUSG00000048988							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_162	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_162	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_163	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_163	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000042453	ensembl:ENSMUSG00000003746	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_38	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_38	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000042453	ensembl:ENSMUSG00000003746	ensembl:ENSMUSG00000030222	ensembl:ENSMUSG00000035273	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988						
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_164	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_164	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000027965	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000042453	ensembl:ENSMUSG00000003746	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_39	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_39	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000027965	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000042453	ensembl:ENSMUSG00000003746	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_40	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_40	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000027965	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000116610	ensembl:ENSMUSG00000042453	ensembl:ENSMUSG00000003746	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000031997	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_41	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_41	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000021680	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000029334	ensembl:ENSMUSG00000020000	ensembl:ENSMUSG00000055761	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000048988								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_165	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_165	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988									
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_166	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_166	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000114028	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_42	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_42	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000111950	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000114028	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000052062	ensembl:ENSMUSG00000048988						
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_43	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_43	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000030074	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000049001	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000114028	ensembl:ENSMUSG00000035131	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_167	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_167	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000018417	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000025400	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_44	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_44	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000018417	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000025400	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_45	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_45	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000040710	ensembl:ENSMUSG00000039037	ensembl:ENSMUSG00000036019	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000018417	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000031841	ensembl:ENSMUSG00000022306	ensembl:ENSMUSG00000025400	ensembl:ENSMUSG00000049796	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000048988				
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_168	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_168	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716												
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_169	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_169	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000091002	ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_170	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_170	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000000214	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000091002	ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_46	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_46	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000004366	ensembl:ENSMUSG00000045731	ensembl:ENSMUSG00000000214	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000091002	ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000052062	ensembl:ENSMUSG00000005716					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_47	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_47	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000000214	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000091002	ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_48	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_48	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000000214	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000091002	ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000001260	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_171	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_171	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_172	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_172	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_49	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_49	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000036834	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000005716	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000073154	ensembl:ENSMUSG00000061762							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_173	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_173	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_50	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_50	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000022297	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000031558	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000026452	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000005716							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_174	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_174	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_175	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_175	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000034324	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000038048	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000050830	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716							
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_51	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_51	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000034310	ensembl:ENSMUSG00000063531	ensembl:ENSMUSG00000034324	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000038048	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000050830	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000026452	ensembl:ENSMUSG00000010066	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000005716			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_176	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_176	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000034324	ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000061762	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000038048	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000050830	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_52	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_52	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000100650	ensembl:ENSMUSG00000034324	ensembl:ENSMUSG00000069132	ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000061762	ensembl:ENSMUSG00000038048	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000050830	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716			
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_53	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_53	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000034324	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000061762	ensembl:ENSMUSG00000038048	ensembl:ENSMUSG00000028971	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000050830	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716					
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_177	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_177	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_54	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_54	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000111061	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000031772	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_55	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_55	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000059203	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000005716									
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_178	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_178	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000067028	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000020099	ensembl:ENSMUSG00000005716								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_56	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_56	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000001496	ensembl:ENSMUSG00000067028	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000002900	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000020099	ensembl:ENSMUSG00000005716						
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_57	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_57	CL:0011005	UBERON:0001384	ensembl:ENSMUSG00000067028	ensembl:ENSMUSG00000094083	ensembl:ENSMUSG00000010461	ensembl:ENSMUSG00000052353	ensembl:ENSMUSG00000046178	ensembl:ENSMUSG00000087301	ensembl:ENSMUSG00000033063	ensembl:ENSMUSG00000020099	ensembl:ENSMUSG00000005716								
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_180	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_180	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000100851															
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_181	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_181	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000063626	ensembl:ENSMUSG00000100851	ensembl:ENSMUSG00000038331	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000036264												
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_182	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_182	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000063626	ensembl:ENSMUSG00000100851	ensembl:ENSMUSG00000038331	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000036264												
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_183	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_183	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000028222	ensembl:ENSMUSG00000063626	ensembl:ENSMUSG00000021708	ensembl:ENSMUSG00000100851	ensembl:ENSMUSG00000038331	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000036264										
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_184	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_184	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000028222	ensembl:ENSMUSG00000059187	ensembl:ENSMUSG00000063626	ensembl:ENSMUSG00000100851	ensembl:ENSMUSG00000021708	ensembl:ENSMUSG00000038331	ensembl:ENSMUSG00000098097	ensembl:ENSMUSG00000022790	ensembl:ENSMUSG00000033308	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000036264						
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_58	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_58	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000028222	ensembl:ENSMUSG00000009376	ensembl:ENSMUSG00000063626	ensembl:ENSMUSG00000059187	ensembl:ENSMUSG00000100851	ensembl:ENSMUSG00000021708	ensembl:ENSMUSG00000038331	ensembl:ENSMUSG00000098097	ensembl:ENSMUSG00000036545	ensembl:ENSMUSG00000033308	ensembl:ENSMUSG00000022790	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000036264				
http://www.semanticweb.org/brain_data_standards/AllenDendClass_CS202002013_59	equivalent	http://www.semanticweb.org/brain_data_standards/AllenDend_CS202002013_59	CL:0000679	UBERON:0001384	ensembl:ENSMUSG00000028222	ensembl:ENSMUSG00000063626	ensembl:ENSMUSG00000059187	ensembl:ENSMUSG00000062372	ensembl:ENSMUSG00000100851	ensembl:ENSMUSG00000021708	ensembl:ENSMUSG00000038331	ensembl:ENSMUSG00000098097	ensembl:ENSMUSG00000022790	ensembl:ENSMUSG00000029705	ensembl:ENSMUSG00000033308	ensembl:ENSMUSG00000027210	ensembl:ENSMUSG00000059173	ensembl:ENSMUSG00000036264	ensembl:ENSMUSG00000026676		
