ID	TYPE	Expresses	Evidence - pub
ID	TYPE	TI 'expresses' some % SPLIT=|	>A dc:publication
AllenDend:CS202002013_123	owl:NamedIndividual	ensembl:ENSMUSG00000070880|ensembl:ENSMUSG00000098326	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_179	owl:NamedIndividual	ensembl:ENSMUSG00000053025|ensembl:ENSMUSG00000032503	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_235	owl:NamedIndividual	ensembl:ENSMUSG00000062078	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_210	owl:NamedIndividual	ensembl:ENSMUSG00000021318|ensembl:ENSMUSG00000036949	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_103	owl:NamedIndividual	ensembl:ENSMUSG00000039167|ensembl:ENSMUSG00000030237	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_183	owl:NamedIndividual	ensembl:ENSMUSG00000028222|ensembl:ENSMUSG00000021708	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_193	owl:NamedIndividual	ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000022206	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_189	owl:NamedIndividual	ensembl:ENSMUSG00000040452|ensembl:ENSMUSG00000035357|ensembl:ENSMUSG00000039037	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_207	owl:NamedIndividual	ensembl:ENSMUSG00000004151|ensembl:ENSMUSG00000047907	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_197	owl:NamedIndividual	ensembl:ENSMUSG00000029563|ensembl:ENSMUSG00000078591	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_69	owl:NamedIndividual	ensembl:ENSMUSG00000026826|ensembl:ENSMUSG00000042596	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_192	owl:NamedIndividual	ensembl:ENSMUSG00000052430|ensembl:ENSMUSG00000059203|ensembl:ENSMUSG00000016918	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_125	owl:NamedIndividual	ensembl:ENSMUSG00000029819|ensembl:ENSMUSG00000075270	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_209	owl:NamedIndividual	ensembl:ENSMUSG00000035551|ensembl:ENSMUSG00000023800	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_229	owl:NamedIndividual	ensembl:ENSMUSG00000026288	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_212	owl:NamedIndividual	ensembl:ENSMUSG00000056966	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_112	owl:NamedIndividual	ensembl:ENSMUSG00000030249|ensembl:ENSMUSG00000048939	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_233	owl:NamedIndividual	ensembl:ENSMUSG00000031772|ensembl:ENSMUSG00000005716	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_111	owl:NamedIndividual	ensembl:ENSMUSG00000035783	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_133	owl:NamedIndividual	ensembl:ENSMUSG00000044288|ensembl:ENSMUSG00000058897	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_28	owl:NamedIndividual	ensembl:ENSMUSG00000029361	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_232	owl:NamedIndividual	ensembl:ENSMUSG00000042453|ensembl:ENSMUSG00000004366	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_222	owl:NamedIndividual	ensembl:ENSMUSG00000017897|ensembl:ENSMUSG00000078302	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_138	owl:NamedIndividual	ensembl:ENSMUSG00000019772	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_93	owl:NamedIndividual	ensembl:ENSMUSG00000026697	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_94	owl:NamedIndividual	ensembl:ENSMUSG00000025537|ensembl:ENSMUSG00000030235	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_92	owl:NamedIndividual	ensembl:ENSMUSG00000042489|ensembl:ENSMUSG00000098318	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_58	owl:NamedIndividual	ensembl:ENSMUSG00000098097|ensembl:ENSMUSG00000036545|ensembl:ENSMUSG00000009376	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_59	owl:NamedIndividual	ensembl:ENSMUSG00000026676|ensembl:ENSMUSG00000029705|ensembl:ENSMUSG00000027210|ensembl:ENSMUSG00000062372	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_60	owl:NamedIndividual	ensembl:ENSMUSG00000042589|ensembl:ENSMUSG00000056427|ensembl:ENSMUSG00000031216	doi:10.1101/2020.09.23.308932
AllenDend:CS202002013_70	owl:NamedIndividual	ensembl:ENSMUSG00000030905|ensembl:ENSMUSG00000098760|ensembl:ENSMUSG00000022206	doi:10.1101/2020.09.23.308932
