ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata
AllenDend:CS201908210_141	MTG 065-069 - CS201908210_141	L6 - CS201908210_141	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_140	n66		L6	n66	MTG 065-069			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 5, ""midpoint"": 1.5625, ""height"": 0.2417, ""label"": ""L6"", ""cell_set_accession"": ""CS201908210_141"", ""original_label"": ""n66"", ""cell_set_label"": ""MTG 065-069"", ""cell_set_preferred_alias"": ""L6"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n66""}"
AllenDend:CS201908210_65	MTG 065 - CS201908210_65	Exc L5-6 FEZF2 ABO - CS201908210_65	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_141	Exc L5-6 FEZF2 ABO|L6 CT		Exc L5-6 FEZF2 ABO	Exc L5-6 FEZF2 ABO	MTG 065	L6 CT		Trygve Bakken|Bosiljka Tasic	10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5	"{""members"": 1, ""height"": 0, ""label"": ""Exc L5-6 FEZF2 ABO"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#1F6666"", ""nodePar.col"": ""#1F6666"", ""cell_set_accession"": ""CS201908210_65"", ""original_label"": ""Exc L5-6 FEZF2 ABO"", ""cell_set_label"": ""MTG 065"", ""cell_set_preferred_alias"": ""Exc L5-6 FEZF2 ABO"", ""cell_set_aligned_alias"": ""L6 CT"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken|Bosiljka Tasic"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7|10.1038/s41586-018-0654-5"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 FEZF2 ABO"", ""is_leaf"": true}"
AllenDend:CS201908210_142	MTG 066-069 - CS201908210_142	 - CS201908210_142	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_141	n67|L6b			n67	MTG 066-069	L6b		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 4, ""midpoint"": 2.125, ""height"": 0.1735, ""label"": """", ""cell_set_accession"": ""CS201908210_142"", ""original_label"": ""n67"", ""cell_set_label"": ""MTG 066-069"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": ""L6b"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n67""}"
AllenDend:CS201908210_143	MTG 066-068 - CS201908210_143	 - CS201908210_143	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_142	n68			n68	MTG 066-068			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 1.25, ""height"": 0.1438, ""label"": """", ""cell_set_accession"": ""CS201908210_143"", ""original_label"": ""n68"", ""cell_set_label"": ""MTG 066-068"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n68""}"
AllenDend:CS201908210_144	MTG 066-067 - CS201908210_144	 - CS201908210_144	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_143	n69			n69	MTG 066-067			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.1058, ""label"": """", ""cell_set_accession"": ""CS201908210_144"", ""original_label"": ""n69"", ""cell_set_label"": ""MTG 066-067"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n69""}"
AllenDend:CS201908210_66	MTG 066 - CS201908210_66	Exc L6 FEZF2 SCUBE1 - CS201908210_66	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_144	Exc L6 FEZF2 SCUBE1		Exc L6 FEZF2 SCUBE1	Exc L6 FEZF2 SCUBE1	MTG 066			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L6 FEZF2 SCUBE1"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#388899"", ""nodePar.col"": ""#388899"", ""cell_set_accession"": ""CS201908210_66"", ""original_label"": ""Exc L6 FEZF2 SCUBE1"", ""cell_set_label"": ""MTG 066"", ""cell_set_preferred_alias"": ""Exc L6 FEZF2 SCUBE1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L6 FEZF2 SCUBE1"", ""is_leaf"": true}"
AllenDend:CS201908210_67	MTG 067 - CS201908210_67	Exc L5-6 FEZF2 IL15 - CS201908210_67	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_144	Exc L5-6 FEZF2 IL15		Exc L5-6 FEZF2 IL15	Exc L5-6 FEZF2 IL15	MTG 067			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Exc L5-6 FEZF2 IL15"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#336D99"", ""nodePar.col"": ""#336D99"", ""cell_set_accession"": ""CS201908210_67"", ""original_label"": ""Exc L5-6 FEZF2 IL15"", ""cell_set_label"": ""MTG 067"", ""cell_set_preferred_alias"": ""Exc L5-6 FEZF2 IL15"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 FEZF2 IL15"", ""is_leaf"": true}"
AllenDend:CS201908210_68	MTG 068 - CS201908210_68	Exc L6 FEZF2 OR2T8 - CS201908210_68	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_143	Exc L6 FEZF2 OR2T8		Exc L6 FEZF2 OR2T8	Exc L6 FEZF2 OR2T8	MTG 068			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L6 FEZF2 OR2T8"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#254566"", ""nodePar.col"": ""#254566"", ""cell_set_accession"": ""CS201908210_68"", ""original_label"": ""Exc L6 FEZF2 OR2T8"", ""cell_set_label"": ""MTG 068"", ""cell_set_preferred_alias"": ""Exc L6 FEZF2 OR2T8"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L6 FEZF2 OR2T8"", ""is_leaf"": true}"
AllenDend:CS201908210_69	MTG 069 - CS201908210_69	Exc L5-6 FEZF2 EFTUD1P1 - CS201908210_69	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_142	Exc L5-6 FEZF2 EFTUD1P1		Exc L5-6 FEZF2 EFTUD1P1	Exc L5-6 FEZF2 EFTUD1P1	MTG 069			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Exc L5-6 FEZF2 EFTUD1P1"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#335280"", ""nodePar.col"": ""#335280"", ""cell_set_accession"": ""CS201908210_69"", ""original_label"": ""Exc L5-6 FEZF2 EFTUD1P1"", ""cell_set_label"": ""MTG 069"", ""cell_set_preferred_alias"": ""Exc L5-6 FEZF2 EFTUD1P1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Exc L5-6 FEZF2 EFTUD1P1"", ""is_leaf"": true}"
AllenDend:CS201908210_145	MTG 070-075 - CS201908210_145	Non-neuronal - CS201908210_145	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_76	n70|Non-neuronal		Non-neuronal	n70	MTG 070-075	Non-neuronal		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 6, ""midpoint"": 3.9688, ""height"": 0.8209, ""label"": ""Non-neuronal"", ""cell_set_accession"": ""CS201908210_145"", ""original_label"": ""n70"", ""cell_set_label"": ""MTG 070-075"", ""cell_set_preferred_alias"": ""Non-neuronal"", ""cell_set_aligned_alias"": ""Non-neuronal"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n70""}"
AllenDend:CS201908210_146	MTG 070-074 - CS201908210_146	 - CS201908210_146	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_145	n71			n71	MTG 070-074			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 5, ""midpoint"": 2.9375, ""height"": 0.7567, ""label"": """", ""cell_set_accession"": ""CS201908210_146"", ""original_label"": ""n71"", ""cell_set_label"": ""MTG 070-074"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n71""}"
AllenDend:CS201908210_147	MTG 070-073 - CS201908210_147	 - CS201908210_147	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_146	n72			n72	MTG 070-073			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 4, ""midpoint"": 1.875, ""height"": 0.7506, ""label"": """", ""cell_set_accession"": ""CS201908210_147"", ""original_label"": ""n72"", ""cell_set_label"": ""MTG 070-073"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n72""}"
AllenDend:CS201908210_148	MTG 070-072 - CS201908210_148	 - CS201908210_148	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_147	n73			n73	MTG 070-072			Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 3, ""midpoint"": 0.75, ""height"": 0.6142, ""label"": """", ""cell_set_accession"": ""CS201908210_148"", ""original_label"": ""n73"", ""cell_set_label"": ""MTG 070-072"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n73""}"
AllenDend:CS201908210_70	MTG 070 - CS201908210_70	OPC L1-6 PDGFRA - CS201908210_70	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_148	OPC L1-6 PDGFRA|OPC		OPC L1-6 PDGFRA	OPC L1-6 PDGFRA	MTG 070	OPC		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""OPC L1-6 PDGFRA"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#6B998D"", ""nodePar.col"": ""#6B998D"", ""cell_set_accession"": ""CS201908210_70"", ""original_label"": ""OPC L1-6 PDGFRA"", ""cell_set_label"": ""MTG 070"", ""cell_set_preferred_alias"": ""OPC L1-6 PDGFRA"", ""cell_set_aligned_alias"": ""OPC"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""OPC L1-6 PDGFRA"", ""is_leaf"": true}"
AllenDend:CS201908210_149	MTG 071-072 - CS201908210_149	 - CS201908210_149	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_148	n74|Astro			n74	MTG 071-072	Astro		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 2, ""midpoint"": 0.5, ""height"": 0.1304, ""label"": """", ""cell_set_accession"": ""CS201908210_149"", ""original_label"": ""n74"", ""cell_set_label"": ""MTG 071-072"", ""cell_set_preferred_alias"": """", ""cell_set_aligned_alias"": ""Astro"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""n74""}"
AllenDend:CS201908210_71	MTG 071 - CS201908210_71	Astro L1-6 FGFR3 SLC14A1 - CS201908210_71	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_149	Astro L1-6 FGFR3 SLC14A1		Astro L1-6 FGFR3 SLC14A1	Astro L1-6 FGFR3 SLC14A1	MTG 071			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Astro L1-6 FGFR3 SLC14A1"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#665C47"", ""nodePar.col"": ""#665C47"", ""cell_set_accession"": ""CS201908210_71"", ""original_label"": ""Astro L1-6 FGFR3 SLC14A1"", ""cell_set_label"": ""MTG 071"", ""cell_set_preferred_alias"": ""Astro L1-6 FGFR3 SLC14A1"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Astro L1-6 FGFR3 SLC14A1"", ""is_leaf"": true}"
AllenDend:CS201908210_72	MTG 072 - CS201908210_72	Astro L1-2 FGFR3 GFAP - CS201908210_72	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_149	Astro L1-2 FGFR3 GFAP		Astro L1-2 FGFR3 GFAP	Astro L1-2 FGFR3 GFAP	MTG 072			Trygve Bakken	10.1038/s41586-019-1506-7	"{""label"": ""Astro L1-2 FGFR3 GFAP"", ""members"": 1, ""height"": 0, ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#6B8059"", ""nodePar.col"": ""#6B8059"", ""cell_set_accession"": ""CS201908210_72"", ""original_label"": ""Astro L1-2 FGFR3 GFAP"", ""cell_set_label"": ""MTG 072"", ""cell_set_preferred_alias"": ""Astro L1-2 FGFR3 GFAP"", ""cell_set_aligned_alias"": """", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Astro L1-2 FGFR3 GFAP"", ""is_leaf"": true}"
AllenDend:CS201908210_73	MTG 073 - CS201908210_73	Oligo L1-6 OPALIN - CS201908210_73	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_147	Oligo L1-6 OPALIN|Oligo		Oligo L1-6 OPALIN	Oligo L1-6 OPALIN	MTG 073	Oligo		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Oligo L1-6 OPALIN"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#476662"", ""nodePar.col"": ""#476662"", ""cell_set_accession"": ""CS201908210_73"", ""original_label"": ""Oligo L1-6 OPALIN"", ""cell_set_label"": ""MTG 073"", ""cell_set_preferred_alias"": ""Oligo L1-6 OPALIN"", ""cell_set_aligned_alias"": ""Oligo"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Oligo L1-6 OPALIN"", ""is_leaf"": true}"
AllenDend:CS201908210_74	MTG 074 - CS201908210_74	Endo L2-6 NOSTRIN - CS201908210_74	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_146	Endo L2-6 NOSTRIN|Endo		Endo L2-6 NOSTRIN	Endo L2-6 NOSTRIN	MTG 074	Endo		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Endo L2-6 NOSTRIN"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#99796B"", ""nodePar.col"": ""#99796B"", ""cell_set_accession"": ""CS201908210_74"", ""original_label"": ""Endo L2-6 NOSTRIN"", ""cell_set_label"": ""MTG 074"", ""cell_set_preferred_alias"": ""Endo L2-6 NOSTRIN"", ""cell_set_aligned_alias"": ""Endo"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Endo L2-6 NOSTRIN"", ""is_leaf"": true}"
AllenDend:CS201908210_75	MTG 075 - CS201908210_75	Micro L1-6 TYROBP - CS201908210_75	BDSHELP:Cluster	owl:NamedIndividual	AllenDend:CS201908210_145	Micro L1-6 TYROBP|Micro-PVM		Micro L1-6 TYROBP	Micro L1-6 TYROBP	MTG 075	Micro-PVM		Trygve Bakken	10.1038/s41586-019-1506-7	"{""members"": 1, ""height"": 0, ""label"": ""Micro L1-6 TYROBP"", ""leaf"": true, ""nodePar.pch"": 19, ""nodePar.cex"": 2, ""nodePar.lab.cex"": 0.25, ""nodePar.lab.col"": ""#598069"", ""nodePar.col"": ""#598069"", ""cell_set_accession"": ""CS201908210_75"", ""original_label"": ""Micro L1-6 TYROBP"", ""cell_set_label"": ""MTG 075"", ""cell_set_preferred_alias"": ""Micro L1-6 TYROBP"", ""cell_set_aligned_alias"": ""Micro-PVM"", ""cell_set_additional_aliases"": """", ""cell_set_structure"": ""middle temporal gyrus"", ""cell_set_ontology_tag"": ""UBERON:0002771"", ""cell_set_alias_assignee"": ""Trygve Bakken"", ""cell_set_alias_citation"": ""10.1038/s41586-019-1506-7"", ""taxonomy_id"": ""CCN201908210"", ""_row"": ""Micro L1-6 TYROBP"", ""is_leaf"": true}"
