AS/1	AS/1/LABEL	AS/1/ID	AS/2	AS/2/LABEL	AS/2/ID	AS/3	AS/3/LABEL	AS/3/ID	AS/4	AS/4/LABEL	AS/4/ID	AS/5	AS/5/LABEL	AS/5/ID	AS/6	AS/6/LABEL	AS/6/ID	AS/7	AS/7/LABEL	AS/7/ID	CT/1	CT/1/LABEL	CT/1/ID	CT/1/NOTES	CT/2	CT/2/LABEL	CT/2/ID	CT/3	CT/3/LABEL	CT/3/ID	All Gene Biomarkers	BGene/1	BGene/1/LABEL	BGene/1/ID	BGene/2	BGene/2/LABEL	BGene/2/ID	BGene/3	BGene/3/LABEL	BGene/3/ID	BGene/4	BGene/4/LABEL	BGene/4/ID	BGene/5	BGene/5/LABEL	BGene/5/ID	BGene/6	BGene/6/LABEL	BGene/6/ID	FTU/1	FTU/1/LABEL	FTU/1/ID	REF/1	REF/1/DOI	REF/1/NOTES	REF/2	REF/2/DOI	REF/2/NOTES
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST BEAN1			Being added to Brain Standards Ontology							ADAMTSL1, SEMA5A, THSD7B, TRHDE	ADAMTSL1			SEMA5A			THSD7B			TRHDE																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST DNAJC14			Being added to Brain Standards Ontology							HGF, ITGA1, STON2	HGF			ITGA1			STON2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST C4orf26			Being added to Brain Standards Ontology							ADAMTS20, PENK, SPON1	ADAMTS20			PENK			SPON1																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST FBN2			Being added to Brain Standards Ontology							HCRTR2, KLHL1	HCRTR2			KLHL1																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST KLHL1			Being added to Brain Standards Ontology							KLHL14, NDST4, SLC17A8	KLHL14			NDST4			SLC17A8																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L6 SST TH			Being added to Brain Standards Ontology							LOC100128108, TH	LOC100128108			TH																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 PVALB KCNIP2			Being added to Brain Standards Ontology							GPC5, NPFFR2, VAV3	GPC5			NPFFR2			VAV3																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 PVALB ZFPM2-AS1			Being added to Brain Standards Ontology							PCDH15, SEMA6D, ZFPM2_AS1	PCDH15			SEMA6D			ZFPM2_AS1																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 PVALB ISG20			Being added to Brain Standards Ontology							LOC101926942, LOC105377862, SV2C	LOC101926942			LOC105377862			SV2C																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5 PVALB LRIG3			Being added to Brain Standards Ontology							CDH6, GPC5, PLCE1	CDH6			GPC5			PLCE1																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2-5 PVALB HHIPL1			Being added to Brain Standards Ontology							ADAMTS17, ADAMTS20, MDFIC	ADAMTS17			ADAMTS20			MDFIC																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2-5 PVALB RPH3AL			Being added to Brain Standards Ontology							ARHGAP42, MYO5B, POSTN, WIF1	ARHGAP42			MYO5B			POSTN			WIF1																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3 PVALB SAMD13			Being added to Brain Standards Ontology							LOC101928964, SULF1	LOC101928964			SULF1																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 PVALB CDK20			Being added to Brain Standards Ontology							ADAMTS12, SYT10, TMEM132C	ADAMTS12			SYT10			TMEM132C																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2 PVALB FRZB			Being added to Brain Standards Ontology							CBLN4, RGS5, SLC9A9	CBLN4			RGS5			SLC9A9																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 SST CLIC6			Being added to Brain Standards Ontology							ARHGAP42, NEDD4, TAC1	ARHGAP42			NEDD4			TAC1																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 PVALB GAPDHP60			Being added to Brain Standards Ontology							GPC5, MYBPC1, SEMA3C	GPC5			MYBPC1			SEMA3C																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 PVALB FAM150B			Being added to Brain Standards Ontology							FAM150B, MYBPC1, TNC	FAM150B			MYBPC1			TNC																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 PVALB MEPE			Being added to Brain Standards Ontology							MEPE, MYBPC1, SVIL	MEPE			MYBPC1			SVIL																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-6 PVALB COL15A1 (Chandelier)			Being added to Brain Standards Ontology							COL15A1, NPNT	COL15A1			NPNT																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2 LAMP5 KCNG3			Being added to Brain Standards Ontology							FAM163A, LOC101927668, SAMD3	FAM163A			LOC101927668			SAMD3																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2 LINC00507 ATP7B			Being added to Brain Standards Ontology							ACVR1C, LOC105377209	ACVR1C			LOC105377209																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2 LINC00507 GLRA3			Being added to Brain Standards Ontology							LINC01378, LOC101928278, SERPINE2	LINC01378			LOC101928278			SERPINE2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2-3 RORB RTKN2			Being added to Brain Standards Ontology							LOC101927745, LOC105376987, PLCH1, RMST	LOC101927745			LOC105376987			PLCH1			RMST																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2-3 LINC00507 DSG3			Being added to Brain Standards Ontology							BDNF, BMPR1B, LOC105379003	BDNF			BMPR1B			LOC105379003																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3 LAMP5 CARM1P1			Being added to Brain Standards Ontology							EPB41L4A, SV2C, SYT2	EPB41L4A			SV2C			SYT2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2-3 RORB CCDC68			Being added to Brain Standards Ontology							COBLL1, COL5A2, PRSS12	COBLL1			COL5A2			PRSS12																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L2-3 RORB PTPN3			Being added to Brain Standards Ontology							COL5A2, LOC105370610, LOC105378334, RORB	COL5A2			LOC105370610			LOC105378334			RORB																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3 THEMIS ENPEP			Being added to Brain Standards Ontology							FAP, LAMA2, LOC101928964, LOC105376081	FAP			LAMA2			LOC101928964			LOC105376081																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3-5 RORB TNNT2			Being added to Brain Standards Ontology							FSHR, LOC100507562, LOC105376081	FSHR			LOC100507562			LOC105376081																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3-5 RORB LAMA4			Being added to Brain Standards Ontology							KCNH8, LOC100128497, LOC101927281, LOC105376081, TRP	KCNH8			LOC100128497			LOC101927281			LOC105376081			TRP														
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5 THEMIS VILL			Being added to Brain Standards Ontology							DACH1, LOC101927389, TNC	DACH1			LOC101927389			TNC																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3 RORB OTOGL			Being added to Brain Standards Ontology							COL22A1, RMST	COL22A1			RMST																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3-5 RORB LINC01202			Being added to Brain Standards Ontology							LOC101927874, LOC105374971, LOC105376081, LOC105377703	LOC101927874			LOC105374971			LOC105376081			LOC105377703																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5 THEMIS SLC22A18			Being added to Brain Standards Ontology							BTNL9, CCBE1, LOC401134, SLC7A11	BTNL9			CCBE1			LOC401134			SLC7A11																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 THEMIS TNFAIP6			Being added to Brain Standards Ontology							LOC105373893, LOC105378031, LTBP1, TSHZ2	LOC105373893			LOC105378031			LTBP1			TSHZ2																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3-5 RORB LNX2			Being added to Brain Standards Ontology							LOC105374971, LOC105377703, TRABD2A	LOC105374971			LOC105377703			TRABD2A																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L3-5 RORB RPRM			Being added to Brain Standards Ontology							LOC105374971, LOC105374973, RPRM	LOC105374971			LOC105374973			RPRM																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5 RORB MED8			Being added to Brain Standards Ontology							COL22A1, LOC401134, NPFFR2	COL22A1			LOC401134			NPFFR2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5 THEMIS FGF10			Being added to Brain Standards Ontology							BDNF, CRH, NPFFR2	BDNF			CRH			NPFFR2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 THEMIS LINC00343			Being added to Brain Standards Ontology							ANKRD30B, LINC00299, LINC00343	ANKRD30B			LINC00299			LINC00343																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 THEMIS SLN			Being added to Brain Standards Ontology							FAM163A, LOC105371832, LOC105374524	FAM163A			LOC105371832			LOC105374524																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 THEMIS SNTG2			Being added to Brain Standards Ontology							LOC101927389, LOC105371310	LOC101927389			LOC105371310																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 THEMIS SMYD1 (L6 IT Car3)			Being added to Brain Standards Ontology							ATP10A, TRPC5	ATP10A			TRPC5																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 FEZF2 OR1L8			Being added to Brain Standards Ontology							LGR6, LOC101927439, LOC105374392, LOC105377183	LGR6			LOC101927439			LOC105374392			LOC105377183																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5 THEMIS LINC01116			Being added to Brain Standards Ontology							LOC105369890, LOC105371663	LOC105369890			LOC105371663																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5 THEMIS RGPD6			Being added to Brain Standards Ontology							DDR2, LOC105371663, THEMIS	DDR2			LOC105371663			THEMIS																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 FEZF2 C9orf135-AS1			Being added to Brain Standards Ontology							EGFEM1P, FOXP2, SEMA5A	EGFEM1P			FOXP2			SEMA5A																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 FEZF2 FILIP1L			Being added to Brain Standards Ontology							LOC100128497, MCTP2, SEC16B, SULF1	LOC100128497			MCTP2			SEC16B			SULF1																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 FEZF2 SH2D1B			Being added to Brain Standards Ontology							ADAMTSL1, MEIS2, NLGN4Y, PAPSS2	ADAMTSL1			MEIS2			NLGN4Y			PAPSS2																	
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 FEZF2 PDYN			Being added to Brain Standards Ontology							GBP2, PDYN	GBP2			PDYN																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 FEZF2 FFAR4			Being added to Brain Standards Ontology							FER1L6_AS2, LOC105378486	FER1L6_AS2			LOC105378486																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 FEZF2 PROKR2			Being added to Brain Standards Ontology							LOC105371310, SLITRK6	LOC105371310			SLITRK6																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L5-6 FEZF2 CFTR			Being added to Brain Standards Ontology							LOC105374392, NR4A2, SEMA3D	LOC105374392			NR4A2			SEMA3D																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Exc L6 FEZF2 KLK7			Being added to Brain Standards Ontology							LOC101927439, MDFIC	LOC101927439			MDFIC																							
