AS/1	AS/1/LABEL	AS/1/ID	AS/2	AS/2/LABEL	AS/2/ID	AS/3	AS/3/LABEL	AS/3/ID	AS/4	AS/4/LABEL	AS/4/ID	AS/5	AS/5/LABEL	AS/5/ID	AS/6	AS/6/LABEL	AS/6/ID	AS/7	AS/7/LABEL	AS/7/ID	CT/1	CT/1/LABEL	CT/1/ID	CT/1/NOTES	CT/2	CT/2/LABEL	CT/2/ID	CT/3	CT/3/LABEL	CT/3/ID	All Gene Biomarkers	BGene/1	BGene/1/LABEL	BGene/1/ID	BGene/2	BGene/2/LABEL	BGene/2/ID	BGene/3	BGene/3/LABEL	BGene/3/ID	BGene/4	BGene/4/LABEL	BGene/4/ID	BGene/5	BGene/5/LABEL	BGene/5/ID	BGene/6	BGene/6/LABEL	BGene/6/ID	FTU/1	FTU/1/LABEL	FTU/1/ID	REF/1	REF/1/DOI	REF/1/NOTES	REF/2	REF/2/DOI	REF/2/NOTES
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1 PAX6 CHRFAM7A			Being added to Brain Standards Ontology							CHRNA7, CNR1, LINC01539	CHRNA7	cholinergic receptor nicotinic alpha 7 subunit	HGNC:1960	CNR1			LINC01539																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-6 VIP SLC7A6OS			Being added to Brain Standards Ontology							CNR1, PBX3	CNR1	cannabinoid receptor 1	HGNC:2159	PBX3																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2 PAX6 FREM2			Being added to Brain Standards Ontology							CILP2, IGFBP7	CILP2	cartilage intermediate layer protein 2	HGNC:24213	IGFBP7																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 VIP HTR3A			Being added to Brain Standards Ontology							HTR3A, LOC105373642	HTR3A	5-hydroxytryptamine receptor 3A	HGNC:5297	LOC105373642																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 VIP WNT4			Being added to Brain Standards Ontology							LOC105379064, SYT9	LOC105379064			SYT9																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1 PVALB SST ASIC4			Being added to Brain Standards Ontology							ADAM33, NCKAP5, PRELID2	ADAM33	ADAM metallopeptidase domain 33	HGNC:15478	NCKAP5			PRELID2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1 SST P4HA3			Being added to Brain Standards Ontology							ARHGAP42, FOXO1, ST8SIA6	ARHGAP42	Rho GTPase activating protein 42	HGNC:26545	FOXO1			ST8SIA6																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1 SST DEFB108B			Being added to Brain Standards Ontology							NDST4, SYT10	NDST4	N-deacetylase and N-sulfotransferase 4	HGNC:20779	SYT10																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-3 VIP CBLN1			Being added to Brain Standards Ontology							HTR2C, LOC284825, TAC3	HTR2C	5-hydroxytryptamine receptor 2C	HGNC:5293	LOC284825			TAC3																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 VIP EXPH5			Being added to Brain Standards Ontology							SCTR, ST18	SCTR	secretin receptor	HGNC:10608	ST18																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-3 VIP HSPB6			Being added to Brain Standards Ontology							CCNG2, IGFBP5	CCNG2	cyclin G2	HGNC:1593	IGFBP5																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 VIP PTGER3			Being added to Brain Standards Ontology							KCNH8, PARD3B, SYT10	KCNH8	potassium voltage-gated channel subfamily H member 8	HGNC:18864	PARD3B			SYT10																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 VIP SCML4			Being added to Brain Standards Ontology							ABI3BP, KCNH8, LOC100506497	ABI3BP	ABI family member 3 binding protein	HGNC:17265	KCNH8			LOC100506497																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-3 VIP FNDC1			Being added to Brain Standards Ontology							KCNH8, LOC101927286, LOC101928842	KCNH8	potassium voltage-gated channel subfamily H member 8	HGNC:18864	LOC101927286			LOC101928842																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-3 VIP CHRNA2			Being added to Brain Standards Ontology							EYA4, LOC105373642, PPP1R1C	EYA4	EYA transcriptional coactivator and phosphatase 4	HGNC:3522	LOC105373642			PPP1R1C																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2 VIP SLC6A16			Being added to Brain Standards Ontology							KCNT2, LOC105370456	KCNT2	potassium sodium-activated channel subfamily T member 2	HGNC:18866	LOC105370456																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1 VIP KLHDC8B			Being added to Brain Standards Ontology							ITGBL1, SLITRK4	ITGBL1	integrin subunit beta like 1	HGNC:6164	SLITRK4																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 VIP IGDCC3			Being added to Brain Standards Ontology							EREG, NOX4	EREG	epiregulin	HGNC:3443	NOX4																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-5 VIP SMOC1			Being added to Brain Standards Ontology							ANGPT1, SMOC1, VIP	ANGPT1	angiopoietin 1	HGNC:484	SMOC1			VIP																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 VIP HS3ST3A1			Being added to Brain Standards Ontology							ABI3BP, IQGAP2, SLC22A3	ABI3BP	ABI family member 3 binding protein	HGNC:17265	IQGAP2			SLC22A3																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 VIP COL4A3			Being added to Brain Standards Ontology							ABI3BP, KCTD12, PARD3B	ABI3BP	ABI family member 3 binding protein	HGNC:17265	KCTD12			PARD3B																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-5 VIP CD27-AS1			Being added to Brain Standards Ontology							ANKFN1, EGFEM1P, IQGAP2	ANKFN1	ankyrin repeat and fibronectin type III domain containing 1	HGNC:26766	EGFEM1P			IQGAP2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2-5 VIP BSPRY			Being added to Brain Standards Ontology							LOC101927078, PDE3A, ST18	LOC101927078			PDE3A			ST18																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2-5 VIP SOX11			Being added to Brain Standards Ontology							ADAMTSL1, HTR2C, THSD7B	ADAMTSL1	ADAMTS like 1	HGNC:14632	HTR2C			THSD7B																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-6 VIP ZIM2-AS1			Being added to Brain Standards Ontology							CXCL14, PENK	CXCL14			PENK																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-5 VIP PHLDB3			Being added to Brain Standards Ontology							EGF, THSD7B	EGF			THSD7B																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-5 VIP LINC01013			Being added to Brain Standards Ontology							DACH2, SRGAP1, THSD7B	DACH2			SRGAP1			THSD7B																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-6 VIP UG0898H09			Being added to Brain Standards Ontology							GALNT10, LINC01411, LOC105373454	GALNT10			LINC01411			LOC105373454																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 VIP TAC3			Being added to Brain Standards Ontology							COL19A1, SOX2_OT, TSHZ2	COL19A1			SOX2_OT			TSHZ2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-6 SST NPY (Sset Chodl)			Being added to Brain Standards Ontology							NPY	NPY																										
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 SST CDH3			Being added to Brain Standards Ontology							FREM1, NPNT, QRFPR	FREM1			NPNT			QRFPR																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5 SST RPL35AP11			Being added to Brain Standards Ontology							EDNRA, FREM1, TRHDE	EDNRA			FREM1			TRHDE																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST ISX			Being added to Brain Standards Ontology							COL19A1, TRPM3	COL19A1			TRPM3																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 PVALB SST CRHR2			Being added to Brain Standards Ontology							HPGD, RGS5, SPON1	HPGD			RGS5			SPON1																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 SST OR5AH1P			Being added to Brain Standards Ontology							ADAMTS5, FBXL7, SST	ADAMTS5			FBXL7			SST																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L3-5 SST GGTLC3			Being added to Brain Standards Ontology							EYS, RELN	EYS			RELN																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L2-3 SST NMU			Being added to Brain Standards Ontology							HPSE2, NOS1, PIEZO2	HPSE2			NOS1			PIEZO2																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST PAWR			Being added to Brain Standards Ontology							EPB41L4A, NDST4, TRHDE	EPB41L4A			NDST4			TRHDE																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L5-6 SST PIK3CD			Being added to Brain Standards Ontology							KLHL14, LOC100996671	KLHL14			LOC100996671																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 SST CCNJL			Being added to Brain Standards Ontology							CALB1, SPHKAP, TMEM132C	CALB1			SPHKAP			TMEM132C																				
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-3 SST FAM20A			Being added to Brain Standards Ontology							PCSK5, TAC1	PCSK5			TAC1																							
brain	brain	UBERON:0000955	forebrain (prosencephalon)	forebrain	UBERON:0001890	gray matter of forebrain	gray matter of forebrain	UBERON:0019264	cerebral cortex	cerebral cortex	UBERON:0000956	frontal lobe	frontal lobe	UBERON:0016525	precentral gyrus	precentral gyrus	UBERON:0002703	Primary motor cortex	Primary motor cortex	UBERON:0001384	Inh L1-2 SST PRRT4			Being added to Brain Standards Ontology							LOC101927843, LOC101929028	LOC101927843			LOC101929028																							
